frame_index,game_time,event_ms,update_ms,render_ms,frame_ms,entity_ms,controller_ms,physics_ms,auto_aim_ms,rules_ms,sentry_ms
1,0.064,0.010,53.603,63.199,116.813,0.071,1.266,50.469,0.597,1.156,0.011
2,0.164,0.343,51.522,62.532,114.397,0.064,0.186,50.737,0.052,0.438,0.014
3,0.264,0.026,52.881,64.025,116.933,0.056,0.807,51.539,0.043,0.401,0.011
4,0.364,0.025,52.709,62.480,115.213,0.054,0.166,52.007,0.039,0.412,0.010
5,0.464,0.026,52.011,62.908,114.945,0.056,0.796,50.701,0.041,0.388,0.009
6,0.564,0.479,53.614,62.657,116.750,0.056,0.151,52.920,0.042,0.415,0.010
7,0.664,0.644,51.892,68.003,120.540,0.064,0.855,50.459,0.038,0.439,0.016
8,0.764,0.072,65.362,72.243,137.678,0.059,0.164,64.603,0.040,0.463,0.008
9,0.864,0.024,263.836,71.427,335.288,0.052,200.071,63.185,0.039,0.455,0.018
10,0.964,0.316,75.525,73.297,149.140,0.063,0.183,74.706,0.038,0.495,0.011
11,1.064,0.027,93.772,73.153,166.953,0.057,31.411,61.796,0.035,0.441,0.009
12,1.164,0.050,77.359,66.428,143.838,0.052,0.146,76.591,0.040,0.498,0.010
13,1.264,0.472,106.492,74.450,181.415,0.055,27.301,78.539,0.037,0.528,0.010
14,1.364,0.678,69.697,169.630,240.006,0.067,0.184,68.747,0.045,0.615,0.011
15,1.464,0.454,92.508,147.189,240.153,0.059,21.450,70.413,0.038,0.516,0.010
16,1.564,0.022,80.375,161.999,242.397,0.053,0.152,79.547,0.040,0.550,0.010
17,1.664,1.097,270.612,79.300,351.010,0.069,188.189,81.565,0.047,0.695,0.021
18,1.764,0.468,79.477,81.486,161.431,0.060,0.097,78.685,0.039,0.562,0.012
19,1.864,0.559,111.189,83.213,194.963,0.064,29.405,81.093,0.041,0.552,0.010
20,1.964,0.567,80.887,83.022,164.477,0.054,0.086,80.121,0.041,0.552,0.011
21,2.064,0.622,98.111,80.096,178.831,0.055,17.194,80.220,0.039,0.564,0.015
22,2.164,0.407,81.665,83.872,165.945,0.060,0.091,80.904,0.039,0.534,0.010
23,2.264,0.387,95.614,75.404,171.406,0.056,14.749,80.239,0.043,0.496,0.010
24,2.364,0.842,78.703,74.695,154.241,0.071,0.112,77.836,0.044,0.594,0.014
25,2.464,0.453,253.249,73.803,327.506,0.057,175.325,77.272,0.041,0.518,0.015
26,2.564,0.535,80.956,74.873,156.365,0.056,0.087,80.189,0.038,0.548,0.011
27,2.664,0.731,106.847,80.249,187.828,0.068,28.487,77.583,0.038,0.630,0.013
28,2.764,0.064,78.468,81.914,160.446,0.062,0.164,77.596,0.039,0.568,0.009
29,2.864,0.420,93.893,81.668,175.981,0.056,17.329,75.914,0.039,0.525,0.009
30,2.964,0.610,70.351,74.708,145.670,0.074,0.137,69.544,0.039,0.513,0.009
31,3.064,0.645,115.410,77.380,193.436,0.074,38.576,76.181,0.040,0.501,0.010
32,3.164,0.403,70.304,73.694,144.401,0.069,0.119,69.522,0.037,0.518,0.010
33,3.264,0.523,251.997,70.417,322.937,0.056,174.248,77.144,0.039,0.478,0.015
34,3.364,0.527,67.309,70.598,138.434,0.071,0.114,66.509,0.040,0.529,0.010
35,3.464,0.443,101.922,69.930,172.295,0.060,28.575,72.690,0.038,0.531,0.010
36,3.564,0.349,54.925,75.030,130.304,0.061,0.160,54.141,0.038,0.488,0.009
37,3.664,0.375,73.080,80.221,153.676,0.062,17.034,55.500,0.038,0.417,0.010
38,3.764,0.065,48.342,70.915,119.323,0.061,0.165,47.627,0.037,0.414,0.010
39,3.864,0.063,93.158,78.934,172.156,0.066,27.777,64.820,0.037,0.425,0.010
40,3.964,0.021,47.498,81.748,129.268,0.061,0.165,46.786,0.042,0.402,0.010
41,4.064,0.053,264.607,75.399,340.060,0.058,206.991,57.074,0.041,0.407,0.015
42,4.164,0.020,45.476,76.900,122.396,0.056,0.150,44.787,0.042,0.408,0.010
43,4.264,0.020,86.953,70.413,157.386,0.056,28.997,57.437,0.039,0.394,0.010
44,4.364,0.020,46.097,70.661,116.779,0.054,0.152,45.412,0.040,0.405,0.010
45,4.464,0.029,74.982,70.851,145.863,0.062,16.943,57.510,0.035,0.396,0.010
46,4.564,0.028,47.883,70.754,118.665,0.061,0.165,47.178,0.040,0.399,0.011
47,4.664,0.025,80.545,71.504,152.074,0.059,26.997,52.938,0.042,0.484,0.010
48,4.764,0.319,45.013,72.510,117.842,0.057,0.160,44.320,0.039,0.403,0.011
49,4.864,0.068,271.727,69.376,341.172,0.063,204.172,66.924,0.041,0.486,0.016
50,4.964,0.315,57.171,64.013,121.500,0.062,0.182,56.361,0.046,0.483,0.011
51,5.064,0.283,99.485,62.930,162.698,0.056,28.492,70.392,0.035,0.482,0.010
52,5.164,0.299,57.683,61.421,119.404,0.062,0.162,56.915,0.039,0.467,0.010
53,5.264,0.304,87.710,63.888,151.903,0.061,16.983,70.115,0.038,0.478,0.010
54,5.364,0.288,57.918,58.696,116.902,0.061,0.163,57.145,0.038,0.473,0.010
55,5.464,0.301,97.324,55.342,152.968,0.063,26.668,70.043,0.038,0.483,0.010
56,5.564,0.282,59.290,53.764,113.337,0.055,0.146,58.524,0.039,0.494,0.011
57,5.664,0.304,275.688,55.644,331.636,0.063,204.101,70.956,0.042,0.489,0.015
58,5.764,1.419,58.855,52.479,112.754,0.064,0.173,58.040,0.053,0.485,0.011
59,5.864,0.262,95.709,49.839,145.811,0.059,28.727,66.369,0.038,0.489,0.009
60,5.964,0.333,57.675,49.225,107.234,0.066,0.177,56.884,0.038,0.472,0.010
61,6.064,0.283,87.712,49.250,137.246,0.056,17.128,69.977,0.040,0.484,0.010
62,6.164,0.303,59.513,49.529,109.345,0.060,0.164,58.719,0.040,0.493,0.010
63,6.264,0.283,96.918,48.097,145.299,0.059,26.699,69.630,0.040,0.461,0.010
64,6.364,0.369,58.522,44.151,103.043,0.060,0.159,57.765,0.038,0.465,0.009
65,6.464,0.062,273.798,47.099,320.959,0.056,204.195,68.996,0.052,0.465,0.014
66,6.564,0.025,57.854,46.923,104.802,0.058,0.159,57.088,0.038,0.475,0.011
