frame_index,game_time,event_ms,update_ms,render_ms,frame_ms,entity_ms,controller_ms,physics_ms,auto_aim_ms,rules_ms,sentry_ms
1,0.020,261.455,5.203,7.711,274.370,0.052,1.242,3.200,0.530,0.141,0.013
2,0.040,0.749,5.540,10.244,16.534,0.056,0.812,3.558,0.043,1.019,0.016
3,0.060,0.193,2894.655,11.665,2906.514,0.060,2891.306,3.086,0.036,0.114,0.022
4,0.080,0.465,48.202,9.936,58.604,0.054,44.464,3.070,0.042,0.521,0.017
5,0.100,0.382,6.176,9.948,16.507,0.052,2.882,3.033,0.031,0.132,0.012
6,0.120,0.017,4.211,9.869,14.100,0.060,0.283,3.003,0.023,0.788,0.015
7,0.140,0.389,5.546,9.468,15.404,0.053,2.166,3.140,0.037,0.111,0.013
8,0.160,0.419,30.673,10.566,41.660,0.055,26.842,2.992,0.026,0.717,0.011
9,0.180,0.027,936.185,14.622,950.835,0.053,932.365,3.464,0.060,0.175,0.034
10,0.200,2.982,8.645,13.354,24.983,0.060,4.644,3.028,0.026,0.839,0.013
11,0.220,3.336,3.822,10.592,17.751,0.059,0.544,3.032,0.030,0.111,0.011
12,0.240,0.399,4.509,10.375,15.285,0.063,0.315,3.123,0.031,0.935,0.012
13,0.260,0.408,21.518,10.593,32.520,0.060,18.112,3.163,0.027,0.107,0.020
14,0.280,0.472,36.373,10.797,47.643,0.055,32.211,3.254,0.035,0.772,0.015
15,0.300,0.850,6.919,12.571,20.341,0.062,3.359,3.243,0.038,0.159,0.014
16,0.320,0.084,31.180,10.437,41.702,0.109,26.613,3.466,0.039,0.883,0.014
17,0.340,1.084,21.783,10.324,33.192,0.056,18.476,3.045,0.034,0.115,0.020
18,0.360,0.177,9.375,10.937,20.489,0.049,5.130,3.302,0.039,0.814,0.015
19,0.380,0.022,3.554,10.298,13.875,0.050,0.245,3.078,0.032,0.107,0.013
20,0.400,0.014,4.432,11.342,15.791,0.057,0.272,3.141,0.032,0.891,0.012
