frame_index,game_time,event_ms,update_ms,render_ms,frame_ms,entity_ms,controller_ms,physics_ms,auto_aim_ms,rules_ms,sentry_ms
1,0.020,215.228,3.064,5.323,223.617,0.056,0.503,2.258,0.102,0.122,0.011
2,0.040,0.927,62.737,7.281,70.947,0.047,59.749,2.183,0.037,0.696,0.014
3,0.060,0.183,18.098,6.480,24.762,0.045,15.270,2.627,0.029,0.095,0.012
4,0.080,0.010,43.127,6.101,49.239,0.041,40.258,2.200,0.025,0.584,0.010
5,0.100,0.010,37.767,6.475,44.253,0.037,34.921,2.574,0.094,0.117,0.010
6,0.120,0.019,18.280,6.197,24.497,0.049,15.295,2.222,0.026,0.668,0.010
7,0.140,0.010,17.594,6.577,24.182,0.043,14.975,2.435,0.027,0.095,0.010
8,0.160,0.010,60.758,6.258,67.027,0.042,57.898,2.192,0.031,0.575,0.010
9,0.180,0.045,17.973,6.911,24.930,0.072,15.479,2.264,0.027,0.093,0.010
10,0.200,0.014,3.991,6.828,10.833,0.065,0.049,2.981,0.086,0.788,0.009
11,0.220,0.016,41.558,6.685,48.261,0.084,39.084,2.245,0.028,0.097,0.010
12,0.240,0.124,13.101,7.566,20.793,0.080,9.426,2.732,0.038,0.792,0.011
13,0.260,0.012,17.152,6.586,23.751,0.053,14.706,2.235,0.032,0.102,0.012
14,0.280,0.013,19.811,7.025,26.850,0.065,16.547,2.405,0.030,0.741,0.010
15,0.300,0.011,74.794,6.963,81.769,0.043,72.286,2.238,0.092,0.113,0.011
16,0.320,0.025,3.354,6.649,10.028,0.051,0.035,2.375,0.034,0.810,0.013
17,0.340,0.018,40.632,7.159,47.812,0.090,38.038,2.348,0.032,0.101,0.011
18,0.360,0.035,11.824,6.518,18.378,0.049,8.543,2.377,0.036,0.789,0.015
19,0.380,0.018,17.210,6.869,24.098,0.093,14.677,2.228,0.088,0.097,0.010
20,0.400,0.012,18.479,6.906,25.398,0.055,15.397,2.247,0.030,0.726,0.011
21,0.420,0.023,68.477,7.046,75.546,0.052,66.002,2.263,0.037,0.099,0.012
22,0.440,0.015,4.042,7.269,11.328,0.076,0.062,2.925,0.027,0.905,0.013
23,0.460,0.020,39.299,6.950,46.271,0.105,36.732,2.255,0.087,0.100,0.010
24,0.480,0.032,12.543,7.105,19.681,0.057,8.811,2.781,0.036,0.824,0.015
25,0.500,0.020,16.488,7.614,24.123,0.081,13.949,2.284,0.029,0.114,0.011
26,0.520,0.011,22.869,7.924,30.805,0.047,19.695,2.310,0.029,0.765,0.011
27,0.540,0.159,67.098,7.035,74.294,0.077,64.493,2.305,0.093,0.100,0.011
28,0.560,0.012,4.020,7.055,11.087,0.050,0.036,2.866,0.051,0.976,0.012
29,0.580,0.017,39.296,7.356,46.671,0.093,36.724,2.330,0.030,0.099,0.011
30,0.600,0.021,13.233,7.792,21.046,0.060,9.381,2.860,0.041,0.861,0.012
31,0.620,0.012,16.498,6.720,23.231,0.056,13.937,2.297,0.089,0.097,0.010
32,0.640,0.010,16.334,7.622,23.967,0.043,13.027,2.303,0.035,0.893,0.019
33,0.660,0.195,65.197,7.578,72.971,0.062,62.529,2.443,0.038,0.099,0.011
34,0.680,0.022,3.426,6.548,9.996,0.053,0.039,2.468,0.031,0.796,0.011
35,0.700,0.020,37.940,7.059,45.022,0.105,35.018,2.566,0.099,0.126,0.015
36,0.720,0.024,11.951,6.456,18.431,0.052,8.806,2.270,0.032,0.763,0.011
37,0.740,0.014,15.181,7.073,22.270,0.066,12.705,2.264,0.027,0.096,0.010
38,0.760,0.011,15.217,6.363,21.591,0.053,12.164,2.271,0.028,0.676,0.011
39,0.780,0.011,61.077,7.036,68.125,0.043,58.379,2.446,0.089,0.098,0.011
40,0.800,0.026,3.807,7.352,11.186,0.059,0.493,2.434,0.028,0.753,0.010
41,0.820,0.013,36.867,7.267,44.152,0.067,34.382,2.273,0.029,0.098,0.010
42,0.840,0.011,11.926,6.657,18.595,0.048,8.688,2.400,0.038,0.727,0.011
43,0.860,0.024,15.234,6.980,22.240,0.060,12.596,2.365,0.090,0.099,0.011
44,0.880,0.011,14.591,6.234,20.837,0.047,11.558,2.275,0.024,0.667,0.010
45,0.900,0.011,59.638,6.551,66.200,0.048,56.599,2.826,0.034,0.109,0.011
46,0.920,7.215,3.500,6.631,17.348,0.085,0.054,2.470,0.032,0.798,0.012
47,0.940,0.010,34.498,6.868,41.377,0.046,31.974,2.256,0.101,0.105,0.010
48,0.960,0.058,11.696,6.405,18.159,0.036,8.508,2.386,0.030,0.712,0.011
49,0.980,0.018,14.906,7.103,22.028,0.112,12.205,2.433,0.028,0.098,0.010
50,1.000,0.028,13.931,7.867,21.826,0.043,10.909,2.267,0.025,0.666,0.010
51,1.020,0.011,54.821,6.557,61.390,0.045,52.374,2.265,0.029,0.089,0.010
