frame_index,game_time,event_ms,update_ms,render_ms,frame_ms,entity_ms,controller_ms,physics_ms,auto_aim_ms,rules_ms,sentry_ms
1,0.020,200.872,3.149,5.444,209.467,0.058,0.615,2.270,0.080,0.106,0.010
2,0.040,0.723,180.505,7.922,189.151,0.045,177.205,2.308,0.021,0.903,0.013
3,0.060,0.150,1039.902,7.391,1047.444,0.046,1037.336,2.387,0.025,0.081,0.010
4,0.080,6.527,3.179,7.046,16.754,0.064,0.216,2.215,0.019,0.640,0.009
5,0.100,0.013,97.830,7.420,105.264,0.063,95.119,2.481,0.071,0.082,0.008
6,0.120,0.022,40.535,7.461,48.019,0.042,37.223,2.488,0.020,0.737,0.012
7,0.140,0.026,6478.925,7.320,6486.272,0.047,6476.488,2.257,0.028,0.084,0.010
8,0.160,0.190,175.365,7.810,183.366,0.060,172.008,2.478,0.019,0.779,0.009
9,0.180,0.025,80.343,7.543,87.911,0.058,77.901,2.248,0.021,0.083,0.009
10,0.200,0.050,3.302,7.200,10.553,0.064,0.178,2.215,0.069,0.750,0.008
11,0.220,0.014,2.811,7.419,10.245,0.078,0.195,2.427,0.018,0.079,0.008
12,0.240,0.167,60.036,7.265,67.469,0.088,56.804,2.359,0.019,0.752,0.008
13,0.260,0.019,25.639,7.483,33.142,0.044,22.993,2.480,0.018,0.083,0.008
14,0.280,0.011,4.634,7.174,11.820,0.056,1.605,2.185,0.024,0.745,0.009
15,0.300,0.016,194.778,7.724,202.520,0.075,192.287,2.234,0.074,0.084,0.009
16,0.320,0.026,3.229,7.202,10.458,0.044,0.190,2.196,0.018,0.744,0.012
17,0.340,0.015,2.715,7.197,9.929,0.074,0.193,2.335,0.018,0.079,0.008
18,0.360,0.014,60.710,7.276,68.002,0.072,57.440,2.419,0.019,0.744,0.009
19,0.380,0.027,39.432,7.303,46.763,0.048,36.992,2.208,0.075,0.083,0.008
20,0.400,0.011,6.902,8.037,14.951,0.047,1.718,3.682,0.035,1.396,0.014
21,0.420,0.028,190.766,8.044,198.840,0.068,188.293,2.270,0.024,0.086,0.010
22,0.440,0.021,3.243,7.524,10.788,0.056,0.152,2.237,0.018,0.740,0.008
23,0.460,0.016,2.919,7.218,10.155,0.081,0.202,2.469,0.071,0.081,0.008
24,0.480,0.016,56.517,7.443,63.977,0.074,53.468,2.229,0.017,0.713,0.008
25,0.500,0.011,33.849,7.465,41.326,0.055,31.280,2.391,0.018,0.081,0.008
26,0.520,0.024,4.662,7.213,11.899,0.044,1.679,2.190,0.021,0.709,0.008
27,0.540,0.014,213.847,7.631,221.493,0.072,211.105,2.493,0.072,0.083,0.010
28,0.560,0.019,3.264,7.967,11.251,0.053,0.166,2.265,0.017,0.722,0.009
29,0.580,0.015,2.770,7.224,10.012,0.073,0.189,2.392,0.018,0.083,0.009
30,0.600,0.014,59.658,6.980,66.654,0.069,56.470,2.363,0.018,0.724,0.008
31,0.620,0.106,35.043,7.072,42.221,0.049,32.365,2.449,0.071,0.083,0.008
32,0.640,0.011,4.763,7.067,11.841,0.046,1.802,2.174,0.022,0.700,0.009
33,0.660,0.033,169.722,7.855,177.611,0.073,167.127,2.390,0.024,0.085,0.009
34,0.680,0.025,3.179,7.047,10.251,0.054,0.156,2.209,0.017,0.707,0.008
35,0.700,0.014,2.811,7.168,9.995,0.067,0.172,2.404,0.072,0.081,0.008
36,0.720,0.031,58.728,7.114,65.876,0.075,55.498,2.416,0.018,0.706,0.008
37,0.740,0.011,33.740,7.102,40.854,0.046,31.240,2.327,0.020,0.084,0.008
38,0.760,0.026,4.725,7.299,12.050,0.046,1.702,2.216,0.023,0.718,0.009
39,0.780,0.020,111.319,7.553,118.894,0.099,108.636,2.394,0.074,0.084,0.009
40,0.800,0.026,3.185,7.305,10.516,0.041,0.165,2.196,0.019,0.730,0.009
41,0.820,0.020,2.736,7.176,9.934,0.095,0.189,2.329,0.018,0.086,0.009
42,0.840,0.016,9.571,7.131,16.720,0.079,6.304,2.444,0.019,0.709,0.008
43,0.860,0.014,34.746,7.141,41.902,0.071,31.998,2.494,0.072,0.084,0.008
44,0.880,0.026,4.708,7.778,12.513,0.044,1.688,2.218,0.023,0.717,0.009
45,0.900,0.038,119.921,7.571,127.532,0.072,117.223,2.494,0.023,0.085,0.010
46,0.920,0.017,3.146,6.858,10.022,0.045,0.157,2.187,0.018,0.705,0.008
47,0.940,0.014,2.790,7.204,10.010,0.077,0.186,2.364,0.069,0.080,0.008
48,0.960,0.036,11.142,7.020,18.200,0.082,7.951,2.376,0.017,0.702,0.008
49,0.980,0.013,39.345,6.848,46.206,0.063,36.960,2.192,0.019,0.084,0.009
50,1.000,0.010,2115.934,10.128,2126.073,0.041,2112.706,2.402,0.025,0.741,0.010
51,1.020,0.307,156.090,7.420,163.817,0.067,153.411,2.479,0.024,0.085,0.010
52,1.040,0.400,3.419,7.395,11.214,0.059,0.184,2.319,0.079,0.736,0.009
53,1.060,0.016,2.643,7.409,10.070,0.070,0.183,2.266,0.020,0.087,0.010
54,1.080,0.016,8.785,7.565,16.369,0.075,5.633,2.277,0.022,0.758,0.011
55,1.100,0.031,46.579,8.125,54.737,0.073,43.929,2.417,0.027,0.101,0.010
56,1.120,0.134,4.353,7.688,12.176,0.061,1.231,2.242,0.076,0.722,0.009
57,1.140,0.015,147.386,7.575,154.978,0.070,144.548,2.630,0.026,0.088,0.011
58,1.160,0.028,3.282,7.730,11.040,0.061,0.162,2.275,0.017,0.724,0.009
59,1.180,0.015,2.887,7.504,10.409,0.075,0.192,2.496,0.020,0.087,0.009
60,1.200,0.015,8.402,8.380,16.800,0.077,5.241,2.257,0.074,0.737,0.009
61,1.220,0.016,6.960,8.516,15.494,0.075,4.318,2.431,0.020,0.087,0.009
62,1.240,0.015,2036.286,8.031,2044.335,0.073,2033.087,2.350,0.024,0.729,0.010
63,1.260,0.278,155.544,8.449,164.272,0.047,152.967,2.408,0.022,0.081,0.009
64,1.280,0.028,3.316,9.380,12.725,0.047,0.176,2.239,0.070,0.746,0.008
65,1.300,0.014,2.922,7.411,10.347,0.073,0.196,2.542,0.018,0.079,0.009
66,1.320,0.013,8.990,7.861,16.866,0.065,5.790,2.375,0.018,0.727,0.008
67,1.340,0.325,7.806,10.556,18.688,0.070,5.175,2.432,0.018,0.082,0.009
68,1.360,0.429,1306.121,8.839,1315.391,0.093,1302.898,2.306,0.075,0.723,0.009
69,1.380,0.558,381.978,8.700,391.236,0.049,379.364,2.440,0.025,0.081,0.009
70,1.400,0.446,3.256,8.037,11.739,0.055,0.169,2.226,0.017,0.751,0.009
71,1.420,0.013,2.573,7.256,9.845,0.069,0.157,2.231,0.019,0.083,0.009
72,1.440,0.016,7.281,10.626,17.925,0.079,4.011,2.452,0.069,0.651,0.008
73,1.460,0.024,7.142,7.271,14.438,0.055,4.746,2.214,0.019,0.083,0.009
74,1.480,0.017,1716.181,9.605,1725.803,0.086,1712.918,2.427,0.023,0.699,0.009
75,1.500,0.172,700.100,10.198,710.471,0.061,697.618,2.285,0.028,0.087,0.009
76,1.520,0.403,3.544,9.497,13.445,0.050,0.206,2.453,0.073,0.728,0.008
77,1.540,0.014,2.760,7.330,10.105,0.074,0.216,2.349,0.018,0.081,0.015
78,1.560,0.014,432.479,8.360,440.855,0.075,428.900,2.739,0.026,0.723,0.009
79,1.580,0.059,7.302,7.272,14.633,0.057,4.671,2.448,0.018,0.082,0.009
80,1.600,0.043,4.955,7.234,12.234,0.093,1.834,2.234,0.072,0.692,0.009
81,1.620,0.014,916.554,7.960,924.531,0.074,914.044,2.295,0.034,0.083,0.009
82,1.640,0.268,3.153,8.382,11.803,0.040,0.150,2.211,0.018,0.704,0.008
83,1.660,0.020,2.589,7.313,9.923,0.076,0.192,2.209,0.018,0.080,0.008
84,1.680,0.013,6.609,7.519,14.146,0.078,3.394,2.468,0.069,0.588,0.007
85,1.700,0.012,5.752,7.351,13.116,0.062,3.142,2.417,0.019,0.085,0.009
86,1.720,0.026,4.841,9.201,14.072,0.108,1.638,2.380,0.021,0.661,0.009
87,1.740,0.015,266.761,8.073,274.851,0.071,264.118,2.434,0.030,0.084,0.010
88,1.760,0.020,3.222,7.200,10.443,0.043,0.166,2.230,0.071,0.678,0.008
89,1.780,0.014,2.762,7.328,10.105,0.074,0.222,2.345,0.020,0.086,0.009
90,1.800,0.014,190.478,7.518,198.012,0.075,187.331,2.386,0.023,0.648,0.008
91,1.820,0.025,5.950,7.858,13.833,0.049,3.415,2.362,0.017,0.084,0.008
92,1.840,0.014,4.913,7.118,12.046,0.069,1.855,2.290,0.070,0.607,0.009
93,1.860,0.026,74.161,7.361,81.550,0.117,71.500,2.399,0.028,0.082,0.009
94,1.880,0.022,3.084,7.187,10.292,0.045,0.168,2.194,0.017,0.625,0.008
95,1.900,0.014,2.733,7.236,9.984,0.076,0.191,2.356,0.018,0.078,0.008
96,1.920,0.013,4.660,6.984,11.657,0.067,1.511,2.366,0.074,0.627,0.008
97,1.940,0.026,5.569,7.220,12.817,0.075,2.940,2.428,0.017,0.079,0.008
98,1.960,0.039,4.832,7.163,12.035,0.075,1.748,2.361,0.021,0.607,0.009
99,1.980,0.015,42.207,8.205,50.428,0.099,39.497,2.469,0.030,0.085,0.009
100,2.000,0.020,3.241,7.970,11.231,0.042,0.173,2.292,0.072,0.626,0.009
101,2.020,0.015,2.883,7.313,10.213,0.077,0.228,2.438,0.025,0.097,0.011
102,2.040,0.013,4.332,6.986,11.332,0.068,1.413,2.197,0.025,0.615,0.008
103,2.060,0.014,5.582,7.255,12.853,0.072,2.967,2.414,0.018,0.081,0.009
104,2.080,0.013,4.811,7.278,12.103,0.071,1.732,2.360,0.071,0.558,0.009
105,2.100,0.012,40.953,7.192,48.158,0.062,38.541,2.211,0.031,0.086,0.010
106,2.120,0.024,3.277,7.138,10.441,0.048,0.194,2.345,0.018,0.622,0.009
107,2.140,0.013,2.703,7.150,9.868,0.068,0.212,2.306,0.017,0.087,0.009
108,2.160,0.014,4.595,7.022,11.633,0.078,1.452,2.385,0.073,0.593,0.007
109,2.180,0.014,4.637,6.966,11.618,0.069,2.162,2.283,0.017,0.079,0.008
110,2.200,0.024,1210.521,8.376,1218.923,0.076,1207.222,2.507,0.023,0.669,0.010
111,2.220,0.454,591.868,9.084,601.406,0.049,589.174,2.509,0.031,0.085,0.010
112,2.240,0.039,3.287,9.302,12.629,0.059,0.197,2.251,0.070,0.673,0.008
113,2.260,0.014,2.796,7.150,9.961,0.072,0.176,2.437,0.018,0.078,0.008
114,2.280,0.023,4.448,7.038,11.511,0.065,1.308,2.386,0.023,0.653,0.008
115,2.300,0.015,5.183,7.270,12.470,0.077,2.655,2.329,0.016,0.078,0.008
116,2.320,0.013,4.902,7.048,11.965,0.070,1.700,2.356,0.073,0.681,0.010
117,2.340,0.011,262.915,8.325,271.253,0.056,260.311,2.420,0.026,0.079,0.009
118,2.360,0.022,3.106,7.030,10.158,0.054,0.164,2.253,0.018,0.580,0.009
119,2.380,0.015,2.721,7.103,9.840,0.076,0.194,2.331,0.021,0.084,0.008
120,2.400,0.012,4.596,7.009,11.619,0.074,1.414,2.373,0.071,0.650,0.008
121,2.420,0.013,5.191,7.128,12.335,0.068,2.527,2.468,0.018,0.083,0.009
122,2.440,0.013,5.099,6.958,12.070,0.065,1.926,2.347,0.021,0.718,0.010
123,2.460,0.019,39.114,7.057,46.191,0.067,36.395,2.516,0.029,0.083,0.010
124,2.480,0.010,3.379,7.013,10.402,0.055,0.248,2.303,0.072,0.662,0.008
125,2.500,0.014,2.807,6.970,9.793,0.076,0.198,2.420,0.018,0.080,0.009
126,2.520,0.014,4.133,7.292,11.442,0.069,1.175,2.201,0.023,0.651,0.008
127,2.540,0.013,3.447,7.416,10.878,0.074,0.920,2.333,0.016,0.076,0.008
128,2.560,0.021,4.788,7.125,11.935,0.073,1.591,2.383,0.070,0.650,0.009
129,2.580,0.013,38.623,8.189,46.826,0.066,35.926,2.497,0.030,0.082,0.009
130,2.600,0.011,3.198,7.276,10.484,0.060,0.183,2.235,0.017,0.666,0.008
131,2.620,0.014,2.903,7.121,10.040,0.067,0.277,2.443,0.018,0.082,0.009
132,2.640,0.021,4.627,7.267,11.917,0.078,1.420,2.399,0.071,0.644,0.008
133,2.660,0.014,4.927,7.116,12.059,0.073,2.460,2.261,0.017,0.079,0.008
134,2.680,0.012,4.906,7.075,11.994,0.061,1.796,2.311,0.024,0.692,0.011
135,2.700,0.013,35.957,7.493,43.466,0.071,33.501,2.250,0.029,0.084,0.009
136,2.720,0.032,3.111,7.283,10.425,0.046,0.174,2.100,0.072,0.685,0.009
137,2.740,0.013,2.749,7.292,10.055,0.067,0.228,2.339,0.018,0.083,0.008
138,2.760,0.015,4.278,7.243,11.538,0.067,1.284,2.238,0.023,0.651,0.008
139,2.780,0.016,3.166,7.414,10.598,0.086,0.899,2.044,0.017,0.082,0.008
140,2.800,0.014,4.878,7.877,12.771,0.074,1.882,2.183,0.071,0.647,0.009
141,2.820,0.013,183.081,8.667,191.762,0.073,180.641,2.238,0.027,0.079,0.009
142,2.840,0.025,3.944,8.397,12.367,0.046,0.147,2.857,0.022,0.836,0.010
143,2.860,0.013,2.696,7.376,10.087,0.073,0.191,2.322,0.018,0.078,0.008
144,2.880,0.027,4.109,7.541,11.679,0.100,1.208,2.047,0.071,0.668,0.008
145,2.900,0.012,3.169,7.287,10.468,0.065,0.807,2.170,0.018,0.080,0.009
146,2.920,0.012,4.877,7.349,12.240,0.073,1.741,2.359,0.022,0.660,0.009
147,2.940,0.015,34.783,7.406,42.206,0.072,32.353,2.224,0.028,0.081,0.009
148,2.960,0.020,3.063,7.293,10.378,0.044,0.166,2.065,0.071,0.681,0.009
149,2.980,0.015,2.712,7.407,10.137,0.076,0.189,2.334,0.018,0.081,0.008
150,3.000,0.018,4.434,8.373,12.828,0.074,1.321,2.277,0.022,0.724,0.009
151,3.020,0.015,3.036,7.496,10.549,0.094,0.733,2.082,0.017,0.078,0.008
152,3.040,0.015,4.796,7.262,12.074,0.073,1.737,2.240,0.070,0.655,0.008
153,3.060,0.014,34.530,8.818,43.363,0.079,31.932,2.378,0.031,0.085,0.010
154,3.080,0.021,2.941,7.282,10.245,0.040,0.193,1.990,0.017,0.669,0.008
