frame_index,game_time,event_ms,update_ms,render_ms,frame_ms,entity_ms,controller_ms,physics_ms,auto_aim_ms,rules_ms,sentry_ms
1,0.020,273.594,3.650,868.068,1145.313,0.057,1.332,1.725,0.358,0.146,0.009
2,0.040,2.002,4.119,40.402,46.524,0.053,0.810,1.796,0.038,1.382,0.012
3,0.060,0.461,2.115,39.725,42.302,0.048,0.255,1.602,0.031,0.151,0.010
4,0.080,0.419,2.753,37.384,40.556,0.049,0.471,1.825,0.027,0.354,0.009
5,0.100,0.656,2.316,40.477,43.450,0.072,0.326,1.664,0.030,0.191,0.011
6,0.120,0.013,2.823,39.071,41.908,0.072,0.609,1.706,0.026,0.351,0.009
7,0.140,0.023,2.202,36.744,38.969,0.083,0.332,1.601,0.024,0.114,0.009
8,0.160,0.009,2.274,38.347,40.631,0.057,0.282,1.543,0.023,0.342,0.008
9,0.180,0.048,2.317,42.283,44.648,0.050,0.282,1.828,0.025,0.106,0.008
10,0.200,0.669,2.546,32.492,35.708,0.053,0.362,1.705,0.026,0.371,0.008
11,0.220,0.527,2.062,31.944,34.533,0.047,0.252,1.603,0.024,0.112,0.009
12,0.240,0.395,2.230,35.702,38.328,0.049,0.257,1.543,0.022,0.335,0.008
13,0.260,0.431,2.017,30.416,32.865,0.049,0.252,1.559,0.022,0.110,0.008
14,0.280,0.377,16.025,30.419,46.822,0.048,13.964,1.631,0.026,0.334,0.007
15,0.300,0.411,2.584,32.706,35.702,0.046,0.806,1.566,0.021,0.118,0.008
16,0.320,0.009,2.988,30.955,33.953,0.044,0.802,1.653,0.064,0.405,0.008
17,0.340,0.010,105.003,31.320,136.333,0.050,103.017,1.761,0.029,0.117,0.015
18,0.360,0.592,36.373,37.415,74.380,0.051,34.203,1.601,0.032,0.455,0.011
19,0.380,0.371,115.295,35.766,151.432,0.049,113.273,1.792,0.027,0.113,0.018
20,0.400,2.112,2.846,35.388,40.347,0.053,0.270,1.767,0.021,0.695,0.010
21,0.420,0.053,2.242,32.925,35.220,0.052,0.300,1.740,0.020,0.104,0.009
22,0.440,0.009,29.213,32.327,61.550,0.046,26.492,1.973,0.026,0.654,0.009
23,0.460,0.022,2.332,35.169,37.523,0.061,0.290,1.831,0.020,0.101,0.009
24,0.480,0.411,3.028,34.298,37.738,0.054,0.316,1.860,0.020,0.755,0.008
25,0.500,0.464,2.351,31.172,33.988,0.052,0.274,1.850,0.021,0.127,0.009
26,0.520,0.465,2.998,37.966,41.430,0.047,0.252,1.885,0.021,0.769,0.009
27,0.540,36.904,3.595,36.542,77.042,0.078,0.417,2.872,0.032,0.155,0.011
28,0.560,23.363,2.973,28.237,54.574,0.061,0.279,1.835,0.022,0.745,0.009
29,0.580,0.051,2.864,29.089,32.005,0.065,0.807,1.845,0.019,0.102,0.008
30,0.600,0.430,3.669,27.425,31.525,0.054,0.843,1.984,0.022,0.741,0.008
31,0.620,0.067,2.991,33.388,36.446,0.065,0.325,2.385,0.030,0.156,0.011
32,0.640,0.009,3.149,29.088,32.246,0.051,0.427,1.910,0.024,0.712,0.008
33,0.660,0.021,2.461,24.469,26.951,0.050,0.298,1.963,0.024,0.102,0.008
34,0.680,0.010,23.600,29.201,52.811,0.044,21.094,1.747,0.032,0.661,0.009
35,0.700,0.010,87.472,31.774,119.258,0.062,85.103,2.058,0.035,0.169,0.013
36,0.720,0.547,3.065,28.553,32.166,0.069,0.326,1.933,0.020,0.683,0.008
37,0.740,0.637,3.642,28.641,32.920,0.063,0.353,3.054,0.028,0.117,0.009
38,0.760,1.311,29.813,66.092,97.217,0.065,27.018,1.995,0.065,0.643,0.008
39,0.780,5.528,101.164,33.963,140.656,0.072,99.057,1.848,0.029,0.110,0.013
40,0.800,2.561,3.674,36.032,42.268,0.063,0.361,2.245,0.025,0.933,0.009
41,0.820,2.797,3.399,34.735,40.932,0.055,0.299,2.841,0.026,0.148,0.010
42,0.840,1.806,11.615,34.644,48.066,0.074,8.959,1.881,0.027,0.648,0.008
43,0.860,2.187,3.019,40.906,46.113,0.078,0.853,1.912,0.023,0.115,0.009
44,0.880,1.721,4.807,40.399,46.927,0.055,0.831,3.057,0.036,0.798,0.009
45,0.900,1.930,3.609,36.869,42.408,0.068,0.344,2.950,0.031,0.179,0.012
46,0.920,2.191,11.445,39.692,53.328,0.052,8.596,2.068,0.027,0.678,0.008
47,0.940,2.436,91.776,40.269,134.482,0.068,89.675,1.850,0.029,0.113,0.014
48,0.960,1.877,4.524,35.598,41.999,0.064,0.372,3.074,0.028,0.954,0.009
49,0.980,1.998,2.666,37.704,42.369,0.058,0.315,2.088,0.027,0.147,0.012
50,1.000,1.680,3.846,36.647,42.174,0.059,0.498,2.488,0.028,0.746,0.009
51,1.020,1.831,3.369,36.350,41.552,0.080,0.454,2.611,0.028,0.162,0.011
52,1.040,2.656,4.115,42.720,49.492,0.082,0.356,2.355,0.025,1.263,0.012
53,1.060,1.543,16.815,36.876,55.235,0.068,14.611,1.911,0.037,0.156,0.011
54,1.080,1.543,14.642,36.126,52.313,0.052,12.061,1.705,0.028,0.769,0.008
55,1.100,0.390,2.477,42.883,45.751,0.048,0.262,1.955,0.060,0.126,0.008
56,1.120,7.242,4.133,35.354,46.730,0.084,0.531,2.694,0.029,0.750,0.009
57,1.140,0.500,2.870,36.020,39.391,0.060,0.803,1.841,0.021,0.118,0.009
58,1.160,0.988,36.018,35.497,72.504,0.067,33.568,1.807,0.026,0.520,0.009
59,1.180,0.357,163.034,40.691,204.083,0.046,161.049,1.756,0.031,0.115,0.014
60,1.200,1.246,3.205,40.924,45.376,0.052,0.271,2.041,0.026,0.775,0.008
61,1.220,0.152,2.498,44.104,46.755,0.051,0.278,2.009,0.023,0.111,0.009
62,1.240,0.021,11.106,57.350,68.477,0.047,8.505,1.844,0.025,0.660,0.008
63,1.260,0.010,2.427,134.010,136.447,0.067,0.270,1.924,0.023,0.110,0.008
64,1.280,0.418,4.247,153.788,158.454,0.067,0.340,2.595,0.028,1.174,0.015
65,1.300,4.580,19.734,71.003,95.319,0.083,16.949,2.443,0.037,0.184,0.010
66,1.320,0.384,3.543,62.153,66.081,0.052,0.402,2.215,0.030,0.809,0.010
67,1.340,0.698,2.492,46.650,49.841,0.052,0.279,1.993,0.026,0.113,0.009
68,1.360,1.110,3.298,70.642,75.051,0.058,0.292,2.136,0.024,0.755,0.009
69,1.380,3.870,2.689,53.535,60.097,0.056,0.302,2.105,0.026,0.168,0.010
70,1.400,3.307,10.949,32.292,46.550,0.055,7.923,2.201,0.027,0.714,0.009
71,1.420,0.725,76.400,41.387,118.513,0.054,74.207,1.960,0.029,0.116,0.012
72,1.440,2.290,4.928,32.779,39.997,0.084,0.928,2.672,0.036,1.164,0.012
73,1.460,0.245,2.381,32.222,34.849,0.054,0.262,1.900,0.024,0.115,0.009
74,1.480,0.746,10.658,30.488,41.893,0.057,7.940,1.927,0.027,0.682,0.009
75,1.500,0.237,2.327,29.824,32.389,0.056,0.260,1.836,0.022,0.123,0.008
76,1.520,0.257,3.172,31.036,34.467,0.071,0.329,1.979,0.023,0.739,0.008
77,1.540,0.903,13.861,33.256,48.020,0.053,11.600,2.050,0.026,0.108,0.008
78,1.560,0.330,23.581,35.624,59.535,0.049,20.646,1.982,0.030,0.838,0.013
79,1.580,0.840,93.324,53.042,147.207,0.064,89.998,2.999,0.043,0.165,0.018
80,1.600,0.532,5.269,38.875,44.677,0.078,0.481,3.197,0.036,1.423,0.014
81,1.620,0.412,3.761,64.331,68.506,0.076,0.404,3.049,0.032,0.164,0.012
82,1.640,0.369,19.940,31.759,52.069,0.051,16.606,2.300,0.036,0.920,0.010
83,1.660,0.356,76.048,33.267,109.671,0.048,73.927,1.891,0.028,0.115,0.013
84,1.680,1.194,3.068,27.275,31.537,0.052,0.293,1.937,0.022,0.735,0.009
85,1.700,0.520,2.912,29.755,33.188,0.048,0.872,1.820,0.022,0.124,0.009
86,1.720,0.328,3.576,30.271,34.175,0.054,0.779,1.894,0.022,0.801,0.009
87,1.740,0.363,2.396,32.354,35.113,0.049,0.259,1.929,0.021,0.113,0.009
88,1.760,0.010,3.823,36.419,40.252,0.048,0.317,2.655,0.026,0.756,0.009
89,1.780,0.023,12.638,51.962,64.624,0.053,10.524,1.895,0.028,0.111,0.009
90,1.800,1.056,3.052,60.254,64.362,0.055,0.286,1.893,0.022,0.765,0.009
91,1.820,0.057,2.662,53.720,56.439,0.055,0.280,2.166,0.023,0.107,0.009
92,1.840,0.036,3.263,52.907,56.206,0.077,0.300,1.908,0.025,0.919,0.009
93,1.860,0.011,3.603,88.977,92.592,0.077,0.321,2.965,0.038,0.166,0.011
94,1.880,0.036,109.207,42.991,152.235,0.079,106.282,1.946,0.034,0.828,0.009
95,1.900,0.023,78.741,32.345,111.110,0.053,76.518,1.971,0.028,0.123,0.012
96,1.920,0.022,3.306,38.175,41.503,0.050,0.318,2.035,0.028,0.846,0.009
97,1.940,0.021,15.145,37.264,52.430,0.051,12.902,2.034,0.026,0.107,0.008
98,1.960,0.501,15.177,33.299,48.978,0.062,12.601,1.807,0.023,0.649,0.008
99,1.980,0.022,65.326,37.829,103.178,0.054,63.273,1.823,0.026,0.110,0.013
100,2.000,0.022,3.656,30.609,34.288,0.054,0.864,1.916,0.026,0.758,0.010
101,2.020,0.010,12.446,27.148,39.604,0.052,10.267,1.970,0.025,0.107,0.008
102,2.040,0.010,34.539,34.941,69.490,0.053,31.763,2.006,0.026,0.662,0.009
103,2.060,0.023,2.480,34.041,36.545,0.051,0.261,1.997,0.023,0.110,0.009
104,2.080,0.009,2.979,34.135,37.124,0.052,0.278,1.887,0.022,0.718,0.008
105,2.100,0.022,2.411,31.242,33.676,0.056,0.265,1.925,0.020,0.121,0.008
106,2.120,0.010,70.200,29.378,99.589,0.068,67.002,2.411,0.034,0.658,0.009
107,2.140,0.023,79.491,30.996,110.511,0.060,77.402,1.845,0.026,0.108,0.012
108,2.160,0.340,3.951,36.124,40.416,0.067,0.334,2.469,0.028,1.019,0.011
109,2.180,0.010,15.651,36.050,51.712,0.058,13.575,1.855,0.026,0.109,0.008
110,2.200,0.020,2.957,38.163,41.140,0.048,0.252,1.870,0.023,0.736,0.008
111,2.220,0.010,2.475,33.603,36.089,0.050,0.259,2.010,0.022,0.112,0.009
112,2.240,0.439,2.971,30.355,33.766,0.050,0.258,1.853,0.024,0.761,0.011
113,2.260,0.056,12.232,30.577,42.865,0.049,10.233,1.789,0.026,0.110,0.008
114,2.280,0.009,3.846,27.590,31.445,0.065,0.809,2.191,0.026,0.727,0.008
115,2.300,0.010,2.559,38.962,41.531,0.063,0.273,2.040,0.021,0.123,0.020
116,2.320,0.022,3.098,29.284,32.405,0.067,0.326,1.935,0.025,0.717,0.009
117,2.340,0.010,2.346,27.836,30.192,0.051,0.265,1.878,0.021,0.109,0.008
118,2.360,0.013,80.810,26.508,107.331,0.078,78.081,2.009,0.028,0.577,0.009
119,2.380,0.023,141.420,28.186,169.630,0.052,139.230,1.957,0.027,0.109,0.013
120,2.400,0.022,3.094,31.239,34.355,0.048,0.318,1.959,0.021,0.718,0.008
121,2.420,0.010,60.171,29.449,89.631,0.055,57.900,2.053,0.028,0.111,0.008
122,2.440,0.021,30.762,27.681,58.465,0.059,27.894,2.068,0.030,0.671,0.009
123,2.460,0.010,2.890,28.255,31.156,0.047,0.256,2.329,0.035,0.190,0.013
124,2.480,0.413,3.964,29.031,33.409,0.066,0.274,2.868,0.029,0.702,0.009
125,2.500,0.012,13.201,29.196,42.409,0.116,10.917,1.986,0.026,0.129,0.008
126,2.520,0.010,3.171,30.045,33.226,0.094,0.292,2.040,0.024,0.694,0.008
127,2.540,0.022,3.250,28.175,31.448,0.055,0.801,2.216,0.027,0.117,0.009
128,2.560,0.010,3.759,27.773,31.542,0.057,0.777,2.196,0.029,0.675,0.008
129,2.580,0.009,3.135,28.144,31.289,0.054,0.255,2.587,0.031,0.171,0.012
130,2.600,0.026,74.496,29.469,103.991,0.070,71.909,1.832,0.034,0.621,0.009
131,2.620,0.490,86.904,42.863,130.258,0.049,84.766,1.895,0.032,0.121,0.013
132,2.640,0.024,25.183,52.551,77.759,0.071,22.158,2.256,0.031,0.631,0.009
133,2.660,0.011,64.513,43.137,107.663,0.061,61.715,2.473,0.040,0.181,0.013
134,2.680,0.058,5.121,39.635,44.816,0.074,0.374,3.142,0.042,1.442,0.013
135,2.700,0.042,83.855,35.428,119.327,0.074,81.343,2.225,0.034,0.140,0.014
136,2.720,0.023,3.200,27.581,30.804,0.053,0.279,2.114,0.025,0.692,0.012
137,2.740,0.009,10.728,27.321,38.059,0.049,8.425,2.084,0.025,0.121,0.008
138,2.760,0.021,3.160,26.486,29.667,0.047,0.293,2.083,0.021,0.688,0.009
139,2.780,0.009,2.571,30.883,33.464,0.048,0.288,2.087,0.022,0.103,0.008
140,2.800,0.012,3.119,28.131,31.262,0.068,0.332,1.980,0.024,0.688,0.009
141,2.820,0.027,3.008,26.945,29.981,0.076,0.894,1.861,0.024,0.119,0.008
142,2.840,0.091,84.949,26.963,112.004,0.052,82.179,2.071,0.033,0.586,0.009
143,2.860,0.024,84.048,27.676,111.749,0.046,81.652,2.159,0.030,0.123,0.013
144,2.880,0.027,3.287,27.294,30.609,0.072,0.287,2.135,0.024,0.730,0.008
145,2.900,0.010,56.160,26.971,83.141,0.052,53.847,2.067,0.030,0.140,0.008
146,2.920,0.020,20.231,27.136,47.388,0.053,17.465,2.019,0.025,0.641,0.008
147,2.940,0.010,2.351,27.434,29.796,0.055,0.253,1.879,0.022,0.113,0.008
148,2.960,0.024,3.194,27.067,30.285,0.070,0.324,2.009,0.023,0.733,0.012
149,2.980,0.010,152.309,26.461,178.781,0.066,150.138,1.921,0.031,0.125,0.013
150,3.000,0.022,3.078,32.283,35.384,0.053,0.277,1.956,0.021,0.727,0.009
151,3.020,0.010,2.474,26.847,29.332,0.048,0.340,1.918,0.024,0.121,0.009
152,3.040,0.011,3.078,26.648,29.737,0.054,0.293,1.963,0.022,0.724,0.008
153,3.060,0.011,2.655,26.790,29.456,0.052,0.299,2.050,0.113,0.118,0.008
