frame_index,game_time,event_ms,update_ms,render_ms,frame_ms,entity_ms,controller_ms,physics_ms,auto_aim_ms,rules_ms,sentry_ms
1,0.056,0.201,55.935,55.833,111.970,0.112,0.363,54.056,0.404,0.956,0.010
2,0.156,0.326,52.319,55.187,107.833,0.062,0.191,51.612,0.039,0.380,0.013
3,0.256,0.020,52.677,54.718,107.415,0.058,0.181,52.011,0.037,0.366,0.009
4,0.356,0.050,51.618,55.049,106.718,0.067,0.211,50.910,0.033,0.374,0.009
5,0.456,0.020,51.179,60.003,111.202,0.058,0.226,50.212,0.042,0.617,0.011
6,0.556,0.463,50.033,63.197,113.693,0.076,0.219,49.321,0.029,0.364,0.008
7,0.656,0.023,64.764,66.754,131.541,0.056,0.159,64.066,0.029,0.430,0.008
8,0.756,0.021,68.652,59.981,128.654,0.060,0.224,67.888,0.029,0.429,0.009
9,0.856,0.514,65.445,85.805,151.765,0.082,0.288,64.599,0.029,0.420,0.008
10,0.956,0.319,65.519,73.138,138.976,0.067,0.203,64.706,0.037,0.479,0.008
11,1.056,0.022,66.432,65.954,132.408,0.053,0.165,65.729,0.029,0.433,0.009
12,1.156,1.216,67.906,77.719,146.841,0.087,0.265,67.057,0.032,0.437,0.009
13,1.256,0.022,49.354,68.751,118.127,0.065,0.278,48.598,0.032,0.356,0.009
14,1.356,0.024,49.776,61.435,111.236,0.057,0.198,49.111,0.030,0.355,0.009
15,1.456,0.021,55.197,61.878,117.097,0.065,0.177,54.527,0.036,0.365,0.009
16,1.556,0.025,50.243,64.230,114.499,0.075,0.206,49.526,0.034,0.374,0.009
17,1.656,0.021,49.479,62.935,112.435,0.062,0.274,48.726,0.030,0.365,0.008
18,1.756,0.530,49.293,101.348,151.172,0.059,0.173,48.669,0.027,0.344,0.009
19,1.856,1.580,55.946,60.720,118.247,0.111,0.413,54.969,0.036,0.382,0.009
20,1.956,0.019,56.263,68.951,125.233,0.048,0.178,55.503,0.037,0.472,0.011
21,2.056,0.361,50.030,61.360,111.752,0.060,0.234,49.310,0.032,0.369,0.009
22,2.156,0.028,64.524,71.602,136.154,0.085,0.197,63.724,0.033,0.459,0.009
23,2.256,0.032,72.789,68.284,141.105,0.087,0.252,71.896,0.034,0.493,0.009
24,2.356,0.019,67.990,55.740,123.750,0.158,0.224,67.124,0.029,0.430,0.008
25,2.456,0.778,70.760,58.270,129.808,0.078,0.319,69.846,0.030,0.460,0.009
26,2.556,0.800,66.607,61.360,128.769,0.057,0.198,65.868,0.028,0.434,0.009
27,2.656,0.738,51.647,58.249,110.635,0.055,0.165,51.012,0.030,0.362,0.009
28,2.756,0.768,68.110,56.845,125.723,0.052,0.164,67.464,0.029,0.379,0.009
29,2.856,0.594,52.559,60.025,113.178,0.052,0.209,51.847,0.038,0.389,0.009
30,2.956,1.124,53.040,60.776,114.940,0.055,0.168,52.375,0.033,0.382,0.009
31,3.056,1.114,51.474,77.880,130.468,0.054,0.168,50.833,0.029,0.366,0.009
32,3.156,0.853,54.210,57.738,112.802,0.072,0.233,53.461,0.035,0.383,0.009
33,3.256,0.476,50.749,84.865,136.091,0.079,0.304,49.961,0.029,0.352,0.008
34,3.356,0.023,49.624,82.940,132.588,0.058,0.177,48.965,0.030,0.372,0.009
35,3.456,0.713,53.068,63.296,117.078,0.055,0.171,52.309,0.039,0.466,0.011
36,3.556,0.804,54.114,60.850,115.768,0.052,0.177,53.363,0.035,0.463,0.010
37,3.656,0.719,50.058,59.503,110.281,0.052,0.227,49.377,0.028,0.351,0.008
38,3.756,0.203,49.332,58.666,108.202,0.055,0.174,48.699,0.031,0.349,0.008
39,3.856,0.347,50.543,61.005,111.896,0.076,0.258,49.772,0.028,0.379,0.010
40,3.956,0.022,68.777,63.440,132.239,0.058,0.175,68.047,0.030,0.443,0.009
41,4.056,0.934,68.167,59.627,128.729,0.077,0.223,67.347,0.035,0.458,0.009
42,4.156,0.309,65.586,55.803,121.699,0.052,0.165,64.570,0.039,0.735,0.012
43,4.256,0.639,65.588,56.657,122.885,0.084,0.257,64.751,0.030,0.438,0.009
44,4.356,1.354,69.001,56.455,126.811,0.067,0.186,68.133,0.032,0.554,0.010
45,4.456,0.813,49.857,59.141,109.812,0.073,0.346,49.025,0.028,0.360,0.008
46,4.556,0.732,54.859,50.241,105.833,0.081,0.280,54.087,0.028,0.355,0.009
47,4.656,0.444,54.001,50.805,105.251,0.068,0.184,53.321,0.034,0.370,0.009
48,4.756,0.431,55.522,50.213,106.166,0.065,0.176,54.851,0.028,0.375,0.009
49,4.856,0.416,53.166,54.335,107.918,0.066,0.220,52.463,0.032,0.360,0.009
50,4.956,0.487,51.371,51.444,103.302,0.064,0.182,50.715,0.029,0.356,0.009
51,5.056,0.038,49.892,51.458,101.389,0.090,0.218,49.162,0.030,0.366,0.008
52,5.156,0.074,51.446,50.279,101.800,0.088,0.278,50.661,0.028,0.363,0.009
53,5.256,0.366,52.078,50.647,103.092,0.066,0.251,51.352,0.029,0.357,0.009
54,5.356,0.024,50.924,50.391,101.340,0.089,0.227,50.180,0.031,0.366,0.009
55,5.456,0.022,50.289,54.111,104.422,0.063,0.197,49.522,0.029,0.456,0.009
56,5.556,0.021,49.303,75.248,124.573,0.058,0.203,48.635,0.028,0.356,0.009
57,5.656,0.024,51.693,52.190,103.907,0.060,0.235,50.960,0.032,0.380,0.009
58,5.756,1.229,51.751,54.181,107.162,0.076,0.256,50.993,0.032,0.365,0.009
59,5.856,0.582,56.638,52.378,109.599,0.080,0.255,55.876,0.031,0.370,0.009
60,5.956,0.510,52.481,50.324,103.316,0.059,0.303,51.697,0.031,0.367,0.009
61,6.056,0.478,56.469,50.577,107.525,0.071,0.221,55.557,0.042,0.547,0.012
