frame_index,game_time,event_ms,update_ms,render_ms,frame_ms,entity_ms,controller_ms,physics_ms,auto_aim_ms,rules_ms,sentry_ms
1,0.020,215.852,4.986,9.886,230.726,0.050,1.099,3.215,0.428,0.126,0.012
2,0.040,0.804,4.141,12.216,17.161,0.039,0.197,2.870,0.023,0.948,0.013
3,0.060,0.278,3.477,10.816,14.572,0.046,0.211,3.026,0.022,0.106,0.010
4,0.080,0.017,3.815,10.821,14.654,0.071,0.205,3.083,0.024,0.345,0.010
5,0.100,0.015,3.372,10.833,14.221,0.049,0.195,2.923,0.020,0.113,0.010
6,0.120,0.013,3.553,11.654,15.222,0.050,0.195,2.893,0.017,0.331,0.010
7,0.140,0.014,3.513,10.955,14.484,0.043,0.177,3.120,0.017,0.091,0.010
8,0.160,0.031,3.841,10.695,14.569,0.054,0.206,3.151,0.017,0.339,0.010
9,0.180,0.015,32.208,13.017,45.241,0.051,29.008,2.956,0.026,0.094,0.010
10,0.200,0.011,3.603,12.004,15.618,0.041,0.174,2.879,0.016,0.433,0.010
11,0.220,0.020,3.606,11.918,15.546,0.060,0.223,3.097,0.021,0.096,0.011
12,0.240,0.032,3.617,12.001,15.652,0.046,0.181,2.883,0.018,0.423,0.009
13,0.260,0.059,3.326,12.291,15.678,0.050,0.198,2.897,0.020,0.092,0.010
14,0.280,0.018,4.368,12.236,16.623,0.051,0.821,2.956,0.022,0.430,0.010
15,0.300,0.013,3.409,12.393,15.816,0.045,0.191,2.979,0.021,0.107,0.010
16,0.320,0.014,3.736,12.470,16.222,0.056,0.202,2.974,0.019,0.417,0.010
17,0.340,0.023,29.955,12.507,42.487,0.051,26.594,3.111,0.022,0.094,0.010
18,0.360,0.011,3.637,12.741,16.389,0.041,0.177,2.909,0.023,0.427,0.010
19,0.380,0.015,3.444,13.168,16.627,0.052,0.193,2.989,0.028,0.100,0.010
20,0.400,0.014,3.934,12.949,16.899,0.052,0.208,3.126,0.027,0.450,0.010
21,0.420,0.014,3.690,12.246,15.951,0.054,0.205,3.212,0.039,0.106,0.011
22,0.440,0.025,3.678,12.210,15.914,0.053,0.185,2.900,0.028,0.436,0.011
23,0.460,0.016,3.573,12.217,15.807,0.053,0.200,3.113,0.026,0.104,0.011
24,0.480,0.016,3.884,12.710,16.613,0.051,0.216,3.050,0.026,0.465,0.011
25,0.500,0.015,28.611,13.276,41.903,0.053,25.446,2.895,0.025,0.110,0.010
26,0.520,0.021,3.647,12.626,16.294,0.043,0.171,2.896,0.025,0.443,0.012
27,0.540,0.014,3.867,12.283,16.165,0.053,0.698,2.914,0.027,0.100,0.011
28,0.560,0.014,3.599,12.759,16.374,0.046,0.172,2.879,0.016,0.420,0.011
29,0.580,0.014,3.514,12.432,15.962,0.045,0.209,3.087,0.018,0.091,0.010
30,0.600,0.015,3.668,12.233,15.917,0.047,0.178,2.923,0.017,0.437,0.009
31,0.620,0.032,3.287,13.122,16.442,0.045,0.182,2.878,0.020,0.093,0.010
32,0.640,0.017,3.634,12.625,16.278,0.052,0.182,2.885,0.017,0.422,0.010
33,0.660,0.013,27.743,12.753,40.508,0.063,24.476,3.020,0.022,0.091,0.011
34,0.680,0.011,3.762,15.132,18.906,0.049,0.189,2.989,0.027,0.442,0.010
35,0.700,0.014,3.494,12.860,16.369,0.044,0.174,3.076,0.024,0.112,0.011
36,0.720,0.037,3.766,12.702,16.506,0.052,0.196,2.956,0.026,0.450,0.012
37,0.740,0.015,3.556,13.035,16.608,0.044,0.183,3.138,0.026,0.097,0.011
38,0.760,0.014,3.863,12.196,16.074,0.047,0.181,3.110,0.021,0.438,0.010
39,0.780,0.014,3.525,12.492,16.033,0.047,0.203,3.101,0.016,0.093,0.010
40,0.800,0.015,4.197,12.554,16.767,0.051,0.702,2.894,0.017,0.460,0.011
41,0.820,0.031,25.117,12.322,37.472,0.046,21.822,3.045,0.028,0.105,0.012
42,0.840,0.011,4.051,13.226,17.289,0.077,0.224,3.204,0.031,0.448,0.011
43,0.860,0.012,3.648,12.582,16.244,0.050,0.200,3.198,0.030,0.100,0.011
44,0.880,0.015,3.891,12.250,16.157,0.050,0.207,3.109,0.024,0.428,0.011
45,0.900,0.020,3.656,12.220,15.898,0.052,0.209,3.153,0.029,0.119,0.010
46,0.920,0.037,3.615,12.501,16.155,0.046,0.182,2.872,0.019,0.425,0.012
47,0.940,0.015,3.553,12.564,16.132,0.053,0.207,3.094,0.024,0.100,0.011
48,0.960,0.020,3.976,12.337,16.334,0.053,0.216,3.143,0.027,0.448,0.010
49,0.980,0.019,24.631,13.161,37.812,0.054,21.167,3.199,0.029,0.105,0.012
50,1.000,0.024,3.816,13.509,17.350,0.057,0.216,3.013,0.022,0.439,0.010
51,1.020,0.013,3.660,13.104,16.777,0.050,0.200,3.201,0.027,0.101,0.011
52,1.040,0.014,3.856,12.858,16.729,0.052,0.208,3.063,0.026,0.435,0.010
53,1.060,0.014,3.884,13.541,17.440,0.053,0.694,2.935,0.025,0.101,0.011
54,1.080,0.015,4.005,12.291,16.312,0.051,0.207,3.215,0.026,0.434,0.011
55,1.100,0.025,3.444,12.071,15.541,0.051,0.199,2.987,0.021,0.111,0.010
56,1.120,0.014,3.909,12.242,16.166,0.053,0.206,3.144,0.017,0.418,0.010
