frame_index,game_time,event_ms,update_ms,render_ms,frame_ms,entity_ms,controller_ms,physics_ms,auto_aim_ms,rules_ms,sentry_ms
1,0.020,223.053,5.462,21.204,249.721,0.037,1.017,3.844,0.309,0.191,0.010
2,0.040,0.852,49.403,13.001,63.257,0.040,44.388,4.069,0.024,0.822,0.009
3,0.060,0.202,4.431,15.947,20.581,0.044,0.184,4.037,0.015,0.093,0.009
4,0.080,0.418,4.794,12.946,18.158,0.040,0.172,4.061,0.018,0.439,0.011
5,0.100,0.016,4.313,12.817,17.146,0.046,0.177,3.871,0.019,0.114,0.009
6,0.120,0.806,4.907,12.924,18.637,0.075,0.353,3.917,0.019,0.438,0.009
7,0.140,0.011,4.349,13.121,17.482,0.046,0.182,3.956,0.017,0.092,0.009
8,0.160,0.015,4.913,12.787,17.716,0.074,0.275,4.033,0.018,0.421,0.009
9,0.180,0.014,4.561,13.415,17.992,0.069,0.246,4.051,0.017,0.100,0.009
10,0.200,0.020,4.856,13.188,18.065,0.062,0.201,4.049,0.019,0.453,0.009
11,0.220,0.020,44.403,13.108,57.534,0.098,40.159,3.918,0.022,0.093,0.009
12,0.240,0.640,4.691,12.687,18.020,0.040,0.183,3.928,0.029,0.438,0.009
13,0.260,0.015,4.508,12.934,17.459,0.067,0.315,3.946,0.016,0.093,0.009
14,0.280,0.020,5.604,13.233,18.858,0.070,0.938,4.055,0.021,0.441,0.009
15,0.300,0.015,4.658,13.131,17.806,0.072,0.291,4.091,0.018,0.109,0.008
16,0.320,0.018,5.157,12.790,17.968,0.077,0.330,4.182,0.022,0.432,0.009
17,0.340,0.017,4.260,12.682,16.960,0.050,0.173,3.858,0.016,0.094,0.008
18,0.360,0.016,5.754,13.926,19.697,0.050,0.319,4.838,0.025,0.447,0.009
19,0.380,0.016,42.351,13.964,56.332,0.073,37.105,4.956,0.029,0.100,0.009
20,0.400,0.013,4.886,14.328,19.227,0.047,0.241,4.052,0.019,0.459,0.009
21,0.420,0.014,4.844,13.594,18.454,0.042,0.192,4.430,0.021,0.097,0.009
22,0.440,0.016,5.153,13.850,19.021,0.061,0.318,4.252,0.022,0.432,0.009
23,0.460,0.012,4.230,14.310,18.553,0.042,0.169,3.848,0.016,0.095,0.009
24,0.480,0.632,4.888,13.236,18.757,0.043,0.177,4.068,0.026,0.507,0.009
25,0.500,0.014,4.489,13.176,17.679,0.050,0.201,4.036,0.017,0.112,0.009
26,0.520,0.017,5.243,13.499,18.761,0.073,0.300,4.318,0.020,0.437,0.009
27,0.540,0.013,39.962,13.772,53.749,0.049,35.658,4.055,0.028,0.101,0.009
28,0.560,0.013,6.365,15.159,21.539,0.048,0.238,5.348,0.031,0.611,0.013
29,0.580,0.012,4.398,13.448,17.859,0.094,0.206,3.906,0.018,0.099,0.009
30,0.600,0.016,4.783,13.673,18.473,0.051,0.220,3.959,0.024,0.452,0.010
31,0.620,0.011,4.667,13.546,18.225,0.039,0.172,4.269,0.028,0.100,0.009
32,0.640,0.013,4.637,13.767,18.418,0.049,0.182,3.884,0.016,0.438,0.009
33,0.660,0.015,4.944,13.711,18.671,0.059,0.255,4.428,0.024,0.099,0.009
34,0.680,0.018,4.759,13.649,18.427,0.051,0.237,3.916,0.027,0.438,0.009
35,0.700,0.014,36.157,24.644,60.816,0.048,31.940,3.957,0.026,0.112,0.009
36,0.720,0.434,4.934,13.464,18.833,0.046,0.206,4.140,0.021,0.451,0.009
