frame_index,game_time,event_ms,update_ms,render_ms,frame_ms,entity_ms,controller_ms,physics_ms,auto_aim_ms,rules_ms,sentry_ms
1,0.020,0.025,29.299,54.183,83.508,0.089,1.144,27.308,0.568,0.150,0.008
2,0.040,0.321,30.383,52.025,82.729,0.052,0.158,29.196,0.036,0.907,0.011
3,0.060,0.010,30.642,51.923,82.575,0.048,0.144,30.265,0.038,0.123,0.009
4,0.080,0.064,27.263,51.681,79.009,0.059,0.134,26.648,0.035,0.362,0.008
5,0.100,0.024,28.125,52.599,80.748,0.064,0.192,27.661,0.036,0.143,0.009
6,0.120,0.030,29.981,53.137,83.149,0.068,0.167,29.327,0.034,0.361,0.008
7,0.140,0.010,33.658,61.622,95.290,0.057,0.799,32.577,0.050,0.147,0.009
8,0.160,0.082,31.872,68.594,100.549,0.073,0.184,31.183,0.038,0.360,0.009
9,0.180,0.024,33.524,63.394,96.943,0.080,0.234,33.024,0.031,0.119,0.009
10,0.200,0.029,33.963,62.440,96.432,0.070,0.166,33.076,0.045,0.572,0.011
11,0.220,0.026,31.257,60.458,91.742,0.072,0.222,30.753,0.039,0.124,0.009
12,0.240,0.025,27.363,54.309,81.698,0.050,0.133,26.738,0.051,0.362,0.010
13,0.260,0.015,28.058,71.502,99.576,0.068,0.771,27.021,0.039,0.127,0.009
14,0.280,0.028,47.441,85.750,133.219,0.075,0.226,46.495,0.052,0.555,0.012
15,0.300,0.026,31.371,65.977,97.375,0.064,0.147,30.940,0.042,0.146,0.010
16,0.320,0.010,27.175,55.908,83.095,0.055,0.139,26.521,0.048,0.380,0.009
17,0.340,0.061,29.257,61.387,90.706,0.058,0.161,28.840,0.039,0.125,0.009
18,0.360,0.028,27.055,51.095,78.179,0.054,0.155,26.388,0.043,0.386,0.010
19,0.380,0.041,27.388,51.230,78.660,0.075,0.869,26.250,0.038,0.121,0.009
20,0.400,0.016,27.408,58.283,85.707,0.057,0.170,26.727,0.037,0.387,0.009
21,0.420,0.023,26.589,55.542,82.154,0.055,0.149,26.208,0.037,0.111,0.009
22,0.440,0.028,43.716,82.754,126.499,0.077,0.223,42.761,0.052,0.565,0.012
23,0.460,0.028,48.429,78.133,126.591,0.072,0.203,47.879,0.052,0.182,0.013
24,0.480,0.035,27.578,53.208,80.822,0.069,0.163,26.896,0.042,0.373,0.012
25,0.500,0.024,1702.187,52.036,1754.247,0.053,1674.568,27.362,0.029,0.141,0.015
26,0.520,0.111,27.990,54.028,82.131,0.079,0.167,27.250,0.040,0.420,0.010
27,0.540,0.020,29.147,54.298,83.465,0.049,0.135,28.696,0.035,0.206,0.010
28,0.560,0.028,30.560,50.223,80.812,0.078,0.238,29.606,0.030,0.580,0.009
29,0.580,0.009,28.131,55.975,84.116,0.057,0.175,27.727,0.031,0.114,0.009
30,0.600,0.025,29.794,65.292,95.112,0.063,0.157,28.871,0.044,0.631,0.012
31,0.620,0.024,68.469,55.944,124.438,0.061,40.813,27.425,0.029,0.115,0.009
32,0.640,0.027,29.156,55.277,84.461,0.050,0.144,28.415,0.034,0.481,0.009
33,0.660,0.022,33.544,61.175,94.741,0.077,0.216,33.049,0.035,0.126,0.010
34,0.680,0.021,28.627,58.034,86.683,0.104,0.195,27.782,0.034,0.483,0.009
35,0.700,0.010,31.375,56.834,88.220,0.053,0.136,30.982,0.036,0.140,0.010
36,0.720,0.026,30.336,56.503,86.866,0.095,0.201,29.490,0.035,0.482,0.009
37,0.740,0.027,473.841,54.575,528.444,0.062,445.301,28.309,0.032,0.111,0.009
38,0.760,0.055,31.418,55.527,87.000,0.049,0.145,30.614,0.042,0.538,0.009
39,0.780,0.027,28.728,57.968,86.723,0.056,0.189,28.296,0.034,0.123,0.009
40,0.800,0.009,29.111,57.307,86.428,0.056,0.177,28.149,0.034,0.666,0.009
41,0.820,0.023,29.885,61.329,91.238,0.063,0.147,29.489,0.034,0.122,0.009
42,0.840,0.025,27.419,63.788,91.232,0.063,0.153,26.616,0.033,0.528,0.009
43,0.860,0.030,52.032,52.921,104.984,0.062,24.131,27.662,0.032,0.116,0.008
44,0.880,0.023,28.169,56.931,85.124,0.159,0.151,27.227,0.034,0.568,0.009
45,0.900,0.028,29.391,52.060,81.480,0.077,0.173,28.916,0.036,0.155,0.010
46,0.920,0.009,28.729,51.989,80.728,0.056,0.185,27.869,0.034,0.557,0.009
47,0.940,0.025,29.364,67.591,96.980,0.098,0.208,28.880,0.032,0.121,0.011
48,0.960,0.020,29.764,53.046,82.831,0.050,0.141,28.838,0.039,0.669,0.010
49,0.980,0.025,1669.250,56.679,1725.955,0.058,1641.340,27.662,0.035,0.119,0.017
50,1.000,0.072,29.302,51.806,81.180,0.051,0.137,28.457,0.034,0.594,0.010
51,1.020,0.023,28.192,52.993,81.208,0.134,0.220,27.667,0.033,0.113,0.009
52,1.040,0.019,38.415,68.332,106.768,0.074,0.143,37.306,0.045,0.819,0.013
