frame_index,game_time,event_ms,update_ms,render_ms,frame_ms,entity_ms,controller_ms,physics_ms,auto_aim_ms,rules_ms,sentry_ms
1,0.020,214.621,3.064,5.898,223.584,0.056,0.569,2.163,0.114,0.136,0.013
2,0.040,1.096,99.185,7.856,108.139,0.071,96.056,2.170,0.044,0.811,0.016
3,0.060,0.175,15.722,6.689,22.587,0.058,13.430,2.073,0.027,0.102,0.014
4,0.080,0.024,82.353,7.279,89.657,0.046,79.551,2.089,0.039,0.605,0.013
5,0.100,0.014,33.297,7.829,41.141,0.058,30.742,2.237,0.092,0.133,0.012
6,0.120,0.026,29.090,7.110,36.227,0.058,26.020,2.123,0.029,0.829,0.012
7,0.140,0.020,2.634,7.332,9.987,0.092,0.066,2.299,0.035,0.108,0.014
8,0.160,0.021,71.839,7.436,79.299,0.089,68.775,2.156,0.038,0.758,0.014
9,0.180,0.041,16.357,7.915,24.313,0.072,14.027,2.089,0.028,0.102,0.011
10,0.200,0.012,3.375,7.255,10.642,0.059,0.039,2.222,0.097,0.931,0.012
11,0.220,0.016,76.830,8.088,84.936,0.075,74.514,2.085,0.036,0.100,0.012
12,0.240,0.043,31.800,7.083,38.927,0.072,28.589,2.294,0.032,0.775,0.012
13,0.260,0.026,30.046,7.394,37.466,0.061,27.737,2.091,0.028,0.096,0.010
14,0.280,0.012,3.872,6.909,10.793,0.057,0.616,2.268,0.032,0.875,0.012
15,0.300,0.016,77.523,7.300,84.840,0.075,75.140,2.075,0.090,0.118,0.016
16,0.320,0.074,3.295,7.102,10.472,0.088,0.056,2.206,0.029,0.863,0.011
17,0.340,0.017,68.320,6.864,75.204,0.081,66.029,2.064,0.029,0.094,0.011
18,0.360,0.018,30.353,7.090,37.462,0.053,27.314,2.090,0.034,0.823,0.016
19,0.380,0.016,25.652,6.828,32.497,0.071,23.272,2.089,0.086,0.099,0.011
20,0.400,0.014,3.880,7.958,11.853,0.058,0.043,2.840,0.033,0.882,0.012
21,0.420,0.027,75.434,7.312,82.776,0.073,73.139,2.074,0.031,0.097,0.011
22,0.440,0.012,3.305,7.323,10.641,0.052,0.039,2.244,0.038,0.890,0.013
23,0.460,0.033,73.796,7.542,81.373,0.075,71.013,2.491,0.093,0.103,0.013
24,0.480,0.017,27.840,7.189,35.047,0.075,24.869,2.095,0.027,0.733,0.011
25,0.500,0.027,27.554,7.692,35.273,0.062,24.426,2.874,0.036,0.123,0.013
26,0.520,0.013,3.314,7.697,11.025,0.061,0.038,2.281,0.033,0.873,0.016
27,0.540,0.017,74.171,7.409,81.600,0.074,71.645,2.211,0.103,0.116,0.013
28,0.560,0.259,3.216,7.195,10.670,0.074,0.048,2.169,0.029,0.849,0.013
29,0.580,0.020,65.248,7.065,72.335,0.076,62.955,2.068,0.031,0.098,0.011
30,0.600,0.022,27.644,7.282,34.949,0.059,24.645,2.097,0.028,0.759,0.016
31,0.620,0.012,26.266,7.082,33.360,0.056,23.887,2.102,0.090,0.102,0.011
32,0.640,0.012,3.073,6.860,9.945,0.056,0.037,2.092,0.027,0.838,0.013
33,0.660,1.111,74.641,8.726,84.480,0.064,72.217,2.197,0.038,0.104,0.012
34,0.680,0.433,3.249,7.340,11.023,0.064,0.039,2.179,0.039,0.884,0.015
35,0.700,0.422,101.482,7.578,109.483,0.072,98.463,2.701,0.106,0.120,0.012
36,0.720,0.494,26.021,7.074,33.591,0.066,22.987,2.132,0.032,0.766,0.012
37,0.740,9.756,25.680,7.472,42.909,0.071,23.215,2.222,0.035,0.104,0.013
38,0.760,0.403,3.063,7.376,10.843,0.062,0.035,2.101,0.027,0.814,0.013
39,0.780,0.693,70.741,7.514,78.950,0.063,68.391,2.086,0.086,0.098,0.010
40,0.800,0.514,4.592,7.458,12.565,0.054,0.582,2.626,0.051,1.238,0.013
41,0.820,0.434,64.299,7.684,72.419,0.074,61.794,2.226,0.059,0.121,0.016
42,0.840,0.710,28.405,8.070,37.185,0.075,24.364,2.802,0.043,1.077,0.016
43,0.860,0.196,24.926,8.311,33.433,0.058,22.546,2.078,0.098,0.114,0.013
44,0.880,0.429,3.085,8.661,12.176,0.062,0.036,2.120,0.028,0.815,0.011
45,0.900,0.497,71.183,8.920,80.602,0.070,68.770,2.166,0.036,0.121,0.012
46,0.920,0.415,3.579,9.336,13.331,0.055,0.034,2.529,0.036,0.886,0.013
47,0.940,0.520,62.030,8.575,71.127,0.084,59.562,2.165,0.095,0.102,0.012
48,0.960,0.625,25.676,8.701,35.004,0.090,22.420,2.322,0.030,0.765,0.014
49,0.980,0.040,24.425,7.672,32.139,0.090,21.937,2.220,0.031,0.108,0.013
50,1.000,0.013,3.458,8.427,11.898,0.062,0.039,2.383,0.036,0.909,0.015
51,1.020,0.016,71.354,8.607,79.979,0.073,68.495,2.585,0.056,0.122,0.014
52,1.040,0.037,3.577,8.085,11.699,0.070,0.044,2.470,0.089,0.860,0.012
53,1.060,0.018,64.999,8.921,73.940,0.074,62.548,2.200,0.042,0.114,0.012
54,1.080,0.162,23.810,7.702,31.676,0.090,20.657,2.234,0.029,0.744,0.013
55,1.100,0.012,26.816,8.911,35.740,0.051,23.791,2.783,0.033,0.127,0.012
56,1.120,0.013,3.766,7.757,11.536,0.062,0.040,2.572,0.135,0.930,0.015
