frame_index,game_time,event_ms,update_ms,render_ms,frame_ms,entity_ms,controller_ms,physics_ms,auto_aim_ms,rules_ms,sentry_ms
1,0.020,204.544,3.152,5.036,212.733,0.058,0.633,2.254,0.080,0.106,0.009
2,0.040,0.771,3.756,5.755,10.283,0.050,0.476,2.273,0.021,0.915,0.012
3,0.060,0.155,22.301,7.098,29.556,0.067,19.709,2.404,0.024,0.080,0.010
4,0.080,0.032,14.690,6.805,21.528,0.042,11.919,2.361,0.019,0.325,0.008
5,0.100,0.011,20.860,6.823,27.694,0.045,18.258,2.365,0.074,0.083,0.015
6,0.120,0.010,8.611,8.057,16.678,0.043,6.010,2.204,0.017,0.317,0.008
7,0.140,0.012,8.822,6.919,15.754,0.057,6.263,2.383,0.019,0.083,0.008
8,0.160,0.382,2.873,6.757,10.013,0.075,0.190,2.246,0.020,0.322,0.008
9,0.180,0.015,16.162,6.934,23.114,0.073,13.607,2.361,0.022,0.083,0.009
10,0.200,0.010,2.854,6.857,9.722,0.043,0.181,2.218,0.070,0.316,0.008
11,0.220,0.014,4.019,6.824,10.858,0.069,1.478,2.363,0.016,0.079,0.008
12,0.240,0.015,5.209,7.055,12.280,0.076,2.342,2.439,0.020,0.305,0.008
13,0.260,0.015,3.300,6.824,10.140,0.070,0.788,2.323,0.017,0.077,0.007
14,0.280,0.023,3.264,7.355,10.644,0.077,0.689,2.159,0.017,0.303,0.007
15,0.300,0.014,5.776,7.134,12.926,0.068,3.149,2.391,0.071,0.077,0.009
16,0.320,0.015,3.024,7.002,10.042,0.066,0.171,2.414,0.019,0.321,0.008
17,0.340,0.014,3.910,7.092,11.017,0.069,1.565,2.165,0.017,0.080,0.008
18,0.360,0.013,5.204,7.004,12.222,0.071,2.475,2.306,0.020,0.307,0.008
19,0.380,0.024,3.282,7.151,10.458,0.070,0.760,2.278,0.069,0.080,0.008
20,0.400,0.016,3.349,7.249,10.616,0.065,0.744,2.180,0.020,0.320,0.008
21,0.420,0.020,5.888,7.061,12.973,0.117,3.453,2.184,0.021,0.082,0.009
22,0.440,0.015,3.123,6.979,10.119,0.075,0.194,2.484,0.018,0.315,0.008
23,0.460,0.014,4.071,7.407,11.496,0.068,1.480,2.365,0.067,0.076,0.008
24,0.480,0.018,4.890,7.317,12.228,0.074,2.252,2.185,0.022,0.327,0.010
25,0.500,0.024,3.107,7.163,10.296,0.067,0.718,2.201,0.017,0.077,0.008
26,0.520,0.016,3.161,7.287,10.466,0.069,0.548,2.187,0.018,0.319,0.008
27,0.540,0.043,5.087,7.648,12.783,0.097,2.420,2.383,0.074,0.080,0.009
28,0.560,0.014,2.794,7.181,9.990,0.064,0.169,2.194,0.018,0.314,0.009
29,0.580,0.014,3.743,7.099,10.858,0.067,1.414,2.152,0.016,0.080,0.008
30,0.600,0.048,5.018,7.063,12.132,0.088,2.272,2.293,0.021,0.304,0.008
31,0.620,6.493,3.093,7.458,17.047,0.067,0.670,2.178,0.068,0.082,0.008
32,0.640,0.014,3.601,7.430,11.045,0.070,0.850,2.330,0.019,0.313,0.008
33,0.660,0.046,5.926,7.100,13.074,0.076,3.362,2.366,0.021,0.080,0.009
34,0.680,0.015,2.942,7.330,10.289,0.078,0.184,2.290,0.021,0.330,0.009
35,0.700,0.031,3.645,7.393,11.071,0.073,1.229,2.179,0.070,0.079,0.008
36,0.720,0.017,4.960,7.111,12.090,0.077,2.202,2.323,0.021,0.307,0.008
37,0.740,0.015,3.100,7.337,10.453,0.079,0.652,2.234,0.020,0.085,0.009
38,0.760,0.016,3.453,7.361,10.831,0.077,0.745,2.272,0.019,0.317,0.009
39,0.780,0.014,5.767,7.215,12.997,0.076,3.336,2.179,0.073,0.080,0.009
40,0.800,0.023,3.022,7.483,10.529,0.066,0.183,2.407,0.020,0.311,0.008
41,0.820,0.016,3.686,7.410,11.114,0.079,1.342,2.155,0.016,0.079,0.008
42,0.840,0.014,5.708,8.112,13.836,0.078,2.400,2.721,0.029,0.448,0.010
43,0.860,0.015,3.124,7.024,10.164,0.066,0.740,2.145,0.068,0.077,0.008
44,0.880,0.016,3.306,6.964,10.288,0.075,0.663,2.233,0.017,0.297,0.007
45,0.900,0.016,5.759,7.329,13.106,0.083,3.312,2.240,0.022,0.082,0.009
46,0.920,0.030,2.942,7.037,10.011,0.073,0.192,2.317,0.018,0.306,0.007
47,0.940,0.015,4.063,6.997,11.077,0.071,1.511,2.326,0.066,0.076,0.008
48,0.960,0.014,4.547,6.925,11.488,0.067,1.788,2.347,0.020,0.298,0.009
49,0.980,0.016,2.976,7.112,10.106,0.079,0.636,2.138,0.016,0.078,0.008
50,1.000,0.014,3.285,8.216,11.517,0.070,0.726,2.149,0.017,0.305,0.007
51,1.020,0.016,5.424,6.880,12.322,0.076,3.097,2.131,0.019,0.078,0.008
52,1.040,0.025,3.108,7.086,10.222,0.074,0.191,2.415,0.072,0.318,0.008
53,1.060,0.016,3.906,8.238,12.161,0.083,1.545,2.166,0.018,0.080,0.008
54,1.080,0.015,5.319,7.183,12.518,0.074,2.481,2.397,0.023,0.315,0.010
55,1.100,0.015,3.172,7.300,10.488,0.075,0.766,2.201,0.019,0.083,0.008
56,1.120,0.015,3.584,7.288,10.888,0.091,0.779,2.303,0.072,0.318,0.008
57,1.140,0.034,5.747,7.491,13.274,0.074,3.286,2.247,0.027,0.088,0.012
58,1.160,0.019,3.960,8.371,12.353,0.107,0.195,3.111,0.024,0.452,0.010
59,1.180,0.016,3.970,7.323,11.312,0.078,1.415,2.367,0.017,0.078,0.008
60,1.200,0.015,5.238,7.066,12.321,0.076,2.302,2.454,0.072,0.305,0.010
61,1.220,0.016,3.198,7.025,10.241,0.076,0.771,2.223,0.018,0.082,0.008
62,1.240,0.028,3.283,6.879,10.191,0.075,0.763,2.113,0.017,0.297,0.008
63,1.260,0.015,5.997,6.855,12.869,0.079,3.457,2.339,0.021,0.078,0.009
64,1.280,0.015,3.126,6.798,9.940,0.076,0.184,2.450,0.069,0.314,0.008
65,1.300,0.014,3.574,6.836,10.427,0.073,1.254,2.139,0.016,0.078,0.008
