frame_index,game_time,event_ms,update_ms,render_ms,frame_ms,entity_ms,controller_ms,physics_ms,auto_aim_ms,rules_ms,sentry_ms
1,0.020,216.351,3.167,5.558,225.078,0.054,0.551,2.277,0.124,0.139,0.012
2,0.040,1.001,3.407,6.764,11.174,0.067,0.050,2.247,0.033,0.982,0.013
3,0.060,0.407,4289.380,8.093,4297.882,0.099,4286.806,2.301,0.044,0.105,0.012
4,0.080,8.400,77.126,8.866,94.395,0.084,73.534,2.820,0.033,0.610,0.015
5,0.100,0.012,56.900,7.023,63.936,0.066,54.404,2.202,0.087,0.118,0.010
6,0.120,0.028,110.871,7.742,118.642,0.054,107.808,2.300,0.031,0.658,0.010
7,0.140,0.029,2.728,7.556,10.314,0.062,0.045,2.435,0.041,0.113,0.013
8,0.160,0.021,84.035,7.092,91.151,0.098,80.907,2.183,0.034,0.791,0.012
9,0.180,0.042,117.941,7.130,125.114,0.064,115.504,2.210,0.034,0.104,0.012
10,0.200,0.054,3.427,10.388,13.869,0.072,0.045,2.272,0.090,0.915,0.009
11,0.220,0.024,2.731,7.260,10.018,0.121,0.067,2.382,0.035,0.102,0.011
12,0.240,0.031,4008.842,7.670,4016.546,0.092,4005.655,2.264,0.044,0.767,0.010
13,0.260,0.385,53.131,7.244,60.760,0.071,50.660,2.214,0.037,0.106,0.012
14,0.280,0.035,53.567,6.894,60.496,0.068,50.420,2.202,0.030,0.821,0.010
15,0.300,0.015,126.679,8.700,135.395,0.089,123.311,2.911,0.147,0.185,0.016
16,0.320,0.030,78.458,7.356,85.844,0.066,75.218,2.282,0.032,0.829,0.010
17,0.340,0.011,120.645,7.334,127.990,0.054,117.661,2.766,0.035,0.106,0.011
18,0.360,0.043,3.341,9.612,12.996,0.074,0.046,2.291,0.031,0.867,0.010
19,0.380,0.017,2.806,7.281,10.106,0.074,0.047,2.474,0.090,0.100,0.010
20,0.400,0.017,4044.076,7.902,4051.997,0.074,4040.919,2.299,0.041,0.724,0.010
21,0.420,0.233,49.934,7.478,57.646,0.055,47.483,2.226,0.034,0.104,0.010
22,0.440,0.029,50.157,7.273,57.459,0.069,46.997,2.226,0.030,0.810,0.011
23,0.460,0.012,94.876,7.177,102.065,0.068,92.373,2.189,0.094,0.118,0.018
24,0.480,0.250,77.788,8.445,86.484,0.071,73.801,3.038,0.033,0.814,0.010
