frame_index,game_time,event_ms,update_ms,render_ms,frame_ms,entity_ms,controller_ms,physics_ms,auto_aim_ms,rules_ms,sentry_ms
1,0.084,0.032,56.894,76.664,133.591,0.082,1.109,54.336,0.426,0.894,0.005
2,0.184,0.279,55.960,88.095,144.335,0.068,0.189,55.238,0.037,0.396,0.008
3,0.284,0.032,62.158,88.429,150.620,0.085,0.182,61.409,0.041,0.405,0.009
4,0.384,0.474,56.687,77.899,135.061,0.066,0.180,55.975,0.039,0.395,0.009
5,0.484,0.026,80.002,86.586,166.614,0.057,0.734,78.376,0.042,0.756,0.012
6,0.584,0.879,77.909,87.952,166.741,0.057,0.159,77.136,0.038,0.490,0.009
7,0.684,0.025,54.077,91.391,145.494,0.056,0.151,53.416,0.039,0.385,0.009
8,0.784,0.387,57.064,80.288,137.740,0.062,0.185,56.360,0.038,0.388,0.009
9,0.884,0.026,79.593,80.574,160.193,0.055,0.749,78.244,0.037,0.476,0.008
10,0.984,0.236,93.231,84.361,177.829,0.056,0.160,92.462,0.044,0.479,0.009
11,1.084,0.947,76.687,81.416,159.050,0.058,0.223,75.810,0.042,0.521,0.009
12,1.184,1.332,78.567,78.517,158.417,0.075,0.227,77.716,0.038,0.478,0.008
13,1.284,0.486,81.380,100.811,182.678,0.056,0.949,79.833,0.038,0.479,0.008
14,1.384,0.959,77.867,89.793,168.620,0.064,0.166,77.061,0.038,0.505,0.009
15,1.484,0.662,77.225,91.088,168.976,0.058,0.149,76.470,0.039,0.479,0.009
16,1.584,0.664,80.897,78.137,159.698,0.057,0.146,80.152,0.038,0.477,0.008
17,1.684,0.700,293.709,74.491,368.901,0.062,215.868,77.105,0.047,0.588,0.019
18,1.784,1.677,87.867,78.193,167.738,0.085,0.193,86.971,0.038,0.540,0.010
19,1.884,1.974,91.298,73.541,166.813,0.061,0.163,90.426,0.037,0.579,0.010
20,1.984,1.895,89.794,79.838,171.527,0.060,0.175,88.956,0.040,0.531,0.010
21,2.084,2.639,122.131,69.169,193.939,0.057,33.192,88.278,0.040,0.532,0.009
22,2.184,1.859,72.215,76.082,150.157,0.061,0.146,71.443,0.037,0.494,0.010
23,2.284,0.621,70.356,66.073,137.050,0.065,0.138,69.589,0.039,0.488,0.010
24,2.384,0.830,67.889,78.968,147.687,0.064,0.145,67.133,0.038,0.476,0.010
25,2.484,0.769,100.285,73.522,174.577,0.056,29.509,70.164,0.039,0.486,0.009
26,2.584,0.536,80.992,70.923,152.450,0.056,0.122,80.096,0.044,0.641,0.010
27,2.684,0.348,80.937,72.772,154.057,0.079,0.202,79.689,0.040,0.893,0.014
28,2.784,0.421,79.290,73.883,153.595,0.060,0.128,78.437,0.036,0.600,0.010
29,2.884,0.095,101.667,69.524,171.287,0.057,22.531,78.498,0.039,0.516,0.010
30,2.984,0.075,91.812,74.617,166.504,0.058,0.122,91.007,0.038,0.554,0.009
31,3.084,0.476,90.618,76.533,167.628,0.059,0.130,89.804,0.038,0.555,0.010
32,3.184,0.707,109.899,85.982,196.589,0.096,0.221,108.976,0.042,0.525,0.011
33,3.284,1.061,284.186,69.725,354.973,0.094,205.250,77.967,0.075,0.754,0.020
34,3.384,0.773,94.164,119.692,214.629,0.056,0.125,93.405,0.038,0.507,0.009
35,3.484,1.103,81.289,62.156,144.548,0.058,0.115,80.517,0.039,0.530,0.009
36,3.584,0.475,73.633,77.554,151.662,0.054,0.104,72.897,0.038,0.513,0.009
37,3.684,11.343,111.269,82.151,204.764,0.065,25.255,85.291,0.053,0.568,0.010
38,3.784,0.107,105.335,82.106,187.549,0.071,0.114,104.244,0.047,0.817,0.012
39,3.884,0.541,71.267,64.551,136.361,0.066,0.122,70.480,0.037,0.525,0.010
40,3.984,0.447,73.205,67.575,141.228,0.067,0.128,72.401,0.034,0.542,0.009
41,4.084,0.602,114.676,63.056,178.333,0.069,40.214,73.830,0.042,0.489,0.009
42,4.184,0.646,68.656,58.734,128.037,0.060,0.119,67.841,0.038,0.564,0.009
43,4.284,0.314,82.350,54.037,136.701,0.082,0.149,81.507,0.040,0.527,0.010
44,4.384,0.026,82.865,54.032,136.924,0.080,0.130,82.084,0.039,0.498,0.010
45,4.484,0.026,128.407,70.006,198.439,0.056,39.479,88.077,0.057,0.705,0.012
46,4.584,0.033,69.131,79.915,149.080,0.078,0.150,68.277,0.041,0.546,0.010
47,4.684,0.025,76.044,54.476,130.546,0.080,0.151,75.016,0.047,0.714,0.011
48,4.784,0.364,55.370,53.379,109.112,0.062,0.118,54.328,0.045,0.790,0.009
49,4.884,0.395,231.213,54.436,286.045,0.056,181.741,48.871,0.036,0.480,0.014
50,4.984,0.020,62.044,49.237,111.302,0.056,0.118,61.270,0.037,0.534,0.010
51,5.084,0.027,41.996,77.278,119.301,0.059,0.202,41.182,0.036,0.491,0.009
52,5.184,0.551,81.769,72.495,154.816,0.079,0.188,80.642,0.052,0.767,0.013
53,5.284,0.729,89.879,64.926,155.534,0.058,28.021,61.106,0.054,0.608,0.011
54,5.384,0.762,46.672,66.985,114.420,0.064,0.150,45.892,0.039,0.495,0.009
55,5.484,0.404,44.522,61.307,106.233,0.053,0.130,43.905,0.034,0.375,0.009
56,5.584,0.105,44.481,69.387,113.975,0.051,0.118,43.889,0.032,0.366,0.009
57,5.684,0.024,67.481,63.860,131.366,0.053,13.210,53.386,0.048,0.756,0.012
58,5.784,0.064,70.005,84.984,155.053,0.053,0.117,69.359,0.040,0.407,0.010
59,5.884,0.074,51.438,95.923,147.436,0.123,0.174,50.453,0.048,0.601,0.012
60,5.984,0.481,72.548,86.659,159.689,0.061,0.129,71.462,0.049,0.811,0.013
61,6.084,0.032,93.355,81.131,174.518,0.069,39.877,52.841,0.035,0.502,0.009
62,6.184,0.024,52.378,115.753,168.155,0.085,0.186,51.524,0.038,0.505,0.009
63,6.284,1.482,48.999,65.695,116.177,0.085,0.148,48.051,0.044,0.632,0.011
64,6.384,0.448,49.732,80.015,130.195,0.062,0.128,48.787,0.059,0.659,0.013
65,6.484,0.073,269.866,90.489,360.429,0.133,210.347,58.580,0.050,0.699,0.020
66,6.584,0.553,57.419,79.582,137.555,0.063,0.135,56.471,0.051,0.661,0.014
67,6.684,0.682,67.562,119.377,187.622,0.060,0.120,66.676,0.051,0.621,0.012
68,6.784,1.543,82.840,95.688,180.073,0.092,0.180,81.809,0.058,0.658,0.014
69,6.884,1.206,67.083,78.413,146.703,0.064,23.294,43.235,0.038,0.419,0.010
70,6.984,0.529,48.514,126.867,175.910,0.062,0.116,47.853,0.040,0.407,0.009
71,7.084,5.029,48.289,82.591,135.910,0.080,0.158,47.566,0.041,0.408,0.010
72,7.184,0.203,42.831,74.636,117.670,0.059,0.124,42.188,0.038,0.395,0.009
73,7.284,0.403,76.645,78.178,155.227,0.058,26.409,49.605,0.040,0.503,0.010
74,7.384,0.522,55.299,64.679,120.502,0.056,0.109,54.474,0.048,0.576,0.012
75,7.484,0.389,55.469,84.005,139.863,0.057,0.126,54.808,0.045,0.406,0.009
76,7.584,0.386,50.139,90.100,140.626,0.055,0.107,49.501,0.037,0.405,0.012
77,7.684,0.608,85.338,83.285,169.232,0.083,35.281,49.490,0.040,0.408,0.009
78,7.784,0.457,52.372,71.366,124.196,0.057,0.126,51.714,0.038,0.404,0.009
79,7.884,0.203,63.730,78.579,142.513,0.059,0.119,63.070,0.041,0.410,0.010
80,7.984,0.368,53.836,76.217,130.422,0.059,0.132,53.181,0.039,0.398,0.009
81,8.084,0.224,240.339,71.069,311.633,0.056,191.722,47.950,0.040,0.535,0.016
82,8.184,0.739,57.634,73.324,131.698,0.057,0.121,56.967,0.039,0.417,0.010
83,8.284,0.279,49.646,71.583,121.509,0.058,0.169,48.764,0.091,0.531,0.011
84,8.384,0.025,46.705,79.176,125.906,0.056,0.154,46.025,0.037,0.404,0.009
85,8.484,0.032,81.377,71.887,153.297,0.091,22.817,58.003,0.039,0.393,0.009
86,8.584,0.034,48.333,64.103,112.472,0.080,0.251,47.201,0.037,0.721,0.015
87,8.684,0.225,49.777,91.221,141.224,0.059,0.166,48.833,0.049,0.634,0.013
88,8.784,0.068,61.905,76.089,138.063,0.058,0.162,61.219,0.038,0.399,0.009
89,8.884,0.105,67.786,74.249,142.140,0.070,20.896,46.227,0.046,0.511,0.011
90,8.984,0.085,54.091,83.334,137.511,0.125,0.231,53.255,0.037,0.398,0.010
91,9.084,0.300,57.176,75.250,132.727,0.053,0.152,56.302,0.037,0.596,0.016
92,9.184,0.027,71.427,72.732,144.186,0.085,0.240,70.425,0.053,0.593,0.012
93,9.284,0.026,85.230,69.467,154.724,0.056,33.549,51.138,0.038,0.421,0.010
94,9.384,0.025,61.083,70.994,132.102,0.059,0.310,60.203,0.041,0.433,0.010
95,9.484,0.023,52.281,68.840,121.144,0.063,0.161,51.586,0.038,0.402,0.009
96,9.584,0.091,56.197,74.721,131.011,0.089,0.226,55.405,0.037,0.402,0.010
97,9.684,0.025,288.966,59.134,348.125,0.059,202.311,85.706,0.055,0.757,0.053
98,9.784,0.702,53.928,68.769,123.400,0.065,0.197,53.181,0.040,0.411,0.010
99,9.884,0.026,55.211,71.337,126.575,0.059,0.166,54.502,0.040,0.412,0.010
100,9.984,0.026,60.470,67.623,128.120,0.056,0.163,59.778,0.039,0.405,0.010
101,10.084,0.024,77.246,65.355,142.626,0.082,25.794,50.753,0.049,0.533,0.009
102,10.184,0.022,54.339,68.728,123.090,0.074,0.226,53.563,0.038,0.399,0.009
103,10.284,0.022,62.440,67.184,129.647,0.078,0.226,61.646,0.041,0.413,0.009
104,10.384,0.026,65.422,90.434,155.882,0.066,0.169,64.697,0.032,0.410,0.010
105,10.484,0.417,77.857,74.421,152.696,0.084,25.162,52.120,0.046,0.410,0.011
106,10.584,0.033,64.428,67.085,131.548,0.089,0.239,63.604,0.047,0.407,0.010
107,10.684,0.036,68.165,88.635,156.837,0.091,0.262,67.274,0.049,0.439,0.009
108,10.784,0.083,87.897,105.953,193.933,0.080,0.241,86.923,0.052,0.561,0.012
109,10.884,0.927,114.502,64.640,180.070,0.097,40.685,73.199,0.040,0.438,0.012
110,10.984,0.596,51.907,66.256,118.760,0.074,0.216,51.138,0.038,0.403,0.010
111,11.084,0.336,48.031,63.550,111.917,0.063,0.168,47.313,0.041,0.411,0.010
112,11.184,0.032,55.393,65.345,120.770,0.071,0.175,54.650,0.048,0.414,0.011
113,11.284,0.029,225.768,67.019,292.816,0.069,179.030,46.136,0.043,0.445,0.017
114,11.384,2.084,48.590,65.350,116.025,0.067,0.201,47.821,0.043,0.420,0.010
115,11.484,0.741,67.490,86.565,154.796,0.062,0.178,66.766,0.045,0.406,0.010
116,11.584,0.026,46.464,65.525,112.016,0.062,0.172,45.722,0.039,0.434,0.010
117,11.684,0.031,82.579,76.530,159.140,0.083,26.862,55.157,0.039,0.405,0.008
118,11.784,0.024,79.394,69.435,148.854,0.080,0.240,78.491,0.044,0.500,0.012
119,11.884,0.382,47.890,87.592,135.864,0.060,0.174,47.157,0.039,0.430,0.009
120,11.984,0.525,72.054,103.009,175.588,0.068,0.211,71.158,0.056,0.526,0.010
121,12.084,0.034,83.060,102.593,185.689,0.083,26.827,55.567,0.054,0.492,0.009
122,12.184,1.026,62.723,70.388,134.137,0.112,0.335,61.678,0.046,0.503,0.009
123,12.284,0.296,48.985,62.113,111.394,0.068,0.185,48.228,0.046,0.423,0.009
124,12.384,0.089,61.809,62.543,124.441,0.072,0.196,61.055,0.039,0.409,0.010
125,12.484,0.027,74.351,74.470,148.849,0.066,31.179,42.632,0.040,0.400,0.008
126,12.584,0.025,46.711,67.520,114.256,0.058,0.172,45.964,0.045,0.436,0.009
127,12.684,0.027,61.446,75.886,137.360,0.053,0.149,60.789,0.038,0.393,0.008
